Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-HCM-00556,Workday,HCM,Benefits,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Sync Hospitality Workday Benefits,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Benefits.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00557,Workday,HCM,Benefits,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Sync Hospitality Workday Benefits,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Benefits.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00558,Workday,HCM,Benefits,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Reject Hospitality Workday Benefits,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Benefits.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00559,Workday,HCM,Benefits,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Review Hospitality Workday Benefits,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Benefits.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00560,Workday,HCM,Benefits,Hospitality,Budget -> Expense -> Journal -> Dashboard,Functional,Reject Hospitality Workday Benefits,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Benefits.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00561,Workday,HCM,Compensation,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Export Corporate Workday Compensation,Workday access is provisioned and Corporate test data exists,"1. Open Workday Compensation.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00562,Workday,HCM,Compensation,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Review Corporate Workday Compensation,Workday access is provisioned and Corporate test data exists,"1. Open Workday Compensation.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00563,Workday,HCM,Compensation,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Review Corporate Workday Compensation,Workday access is provisioned and Corporate test data exists,"1. Open Workday Compensation.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00564,Workday,HCM,Compensation,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Export Corporate Workday Compensation,Workday access is provisioned and Corporate test data exists,"1. Open Workday Compensation.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00565,Workday,HCM,Compensation,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Edit Corporate Workday Compensation,Workday access is provisioned and Corporate test data exists,"1. Open Workday Compensation.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00566,Workday,HCM,Compensation,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Review Corporate Workday Compensation,Workday access is provisioned and Corporate test data exists,"1. Open Workday Compensation.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00567,Workday,HCM,Compensation,Corporate,Budget -> Expense -> Journal -> Dashboard,Accessibility,Export Corporate Workday Compensation,Workday access is provisioned and Corporate test data exists,"1. Open Workday Compensation.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00568,Workday,HCM,Compensation,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Data Migration,Approve Retail Workday Compensation,Workday access is provisioned and Retail test data exists,"1. Open Workday Compensation.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00569,Workday,HCM,Compensation,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Create Retail Workday Compensation,Workday access is provisioned and Retail test data exists,"1. Open Workday Compensation.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00570,Workday,HCM,Compensation,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Review Retail Workday Compensation,Workday access is provisioned and Retail test data exists,"1. Open Workday Compensation.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00571,Workday,HCM,Compensation,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Validate Retail Workday Compensation,Workday access is provisioned and Retail test data exists,"1. Open Workday Compensation.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00572,Workday,HCM,Compensation,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Reject Retail Workday Compensation,Workday access is provisioned and Retail test data exists,"1. Open Workday Compensation.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00573,Workday,HCM,Compensation,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Sync Retail Workday Compensation,Workday access is provisioned and Retail test data exists,"1. Open Workday Compensation.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00574,Workday,HCM,Compensation,Retail,Budget -> Expense -> Journal -> Dashboard,Performance,Approve Retail Workday Compensation,Workday access is provisioned and Retail test data exists,"1. Open Workday Compensation.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00575,Workday,HCM,Compensation,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Validate Healthcare Workday Compensation,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Compensation.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00576,Workday,HCM,Compensation,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Export Healthcare Workday Compensation,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Compensation.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00577,Workday,HCM,Compensation,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Approve Healthcare Workday Compensation,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Compensation.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00578,Workday,HCM,Compensation,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Route Healthcare Workday Compensation,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Compensation.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00579,Workday,HCM,Compensation,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,UI,Reject Healthcare Workday Compensation,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Compensation.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00580,Workday,HCM,Compensation,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Approve Healthcare Workday Compensation,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Compensation.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00581,Workday,HCM,Compensation,Healthcare,Budget -> Expense -> Journal -> Dashboard,Functional,Validate Healthcare Workday Compensation,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Compensation.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00582,Workday,HCM,Compensation,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Import Manufacturing Workday Compensation,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Compensation.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00583,Workday,HCM,Compensation,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Export Manufacturing Workday Compensation,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Compensation.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00584,Workday,HCM,Compensation,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Reject Manufacturing Workday Compensation,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Compensation.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00585,Workday,HCM,Compensation,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Route Manufacturing Workday Compensation,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Compensation.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00586,Workday,HCM,Compensation,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Security,Reject Manufacturing Workday Compensation,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Compensation.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00587,Workday,HCM,Compensation,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Close Manufacturing Workday Compensation,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Compensation.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00588,Workday,HCM,Compensation,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Performance,Close Manufacturing Workday Compensation,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Compensation.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00589,Workday,HCM,Compensation,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Review Education Workday Compensation,Workday access is provisioned and Education test data exists,"1. Open Workday Compensation.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00590,Workday,HCM,Compensation,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Edit Education Workday Compensation,Workday access is provisioned and Education test data exists,"1. Open Workday Compensation.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00591,Workday,HCM,Compensation,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Update Education Workday Compensation,Workday access is provisioned and Education test data exists,"1. Open Workday Compensation.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00592,Workday,HCM,Compensation,Education,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Submit Education Workday Compensation,Workday access is provisioned and Education test data exists,"1. Open Workday Compensation.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00593,Workday,HCM,Compensation,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Security,Review Education Workday Compensation,Workday access is provisioned and Education test data exists,"1. Open Workday Compensation.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00594,Workday,HCM,Compensation,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Update Education Workday Compensation,Workday access is provisioned and Education test data exists,"1. Open Workday Compensation.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00595,Workday,HCM,Compensation,Education,Budget -> Expense -> Journal -> Dashboard,UI,Export Education Workday Compensation,Workday access is provisioned and Education test data exists,"1. Open Workday Compensation.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00596,Workday,HCM,Compensation,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Reject Nonprofit Workday Compensation,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Compensation.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00597,Workday,HCM,Compensation,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Create Nonprofit Workday Compensation,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Compensation.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00598,Workday,HCM,Compensation,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Update Nonprofit Workday Compensation,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Compensation.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00599,Workday,HCM,Compensation,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Create Nonprofit Workday Compensation,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Compensation.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00600,Workday,HCM,Compensation,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Approve Nonprofit Workday Compensation,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Compensation.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00601,Workday,HCM,Compensation,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Create Nonprofit Workday Compensation,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Compensation.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00602,Workday,HCM,Compensation,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Functional,Submit Nonprofit Workday Compensation,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Compensation.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00603,Workday,HCM,Compensation,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Export Financial Services Workday Compensation,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Compensation.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00604,Workday,HCM,Compensation,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Submit Financial Services Workday Compensation,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Compensation.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00605,Workday,HCM,Compensation,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Update Financial Services Workday Compensation,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Compensation.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00606,Workday,HCM,Compensation,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Update Financial Services Workday Compensation,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Compensation.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00607,Workday,HCM,Compensation,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Approve Financial Services Workday Compensation,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Compensation.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00608,Workday,HCM,Compensation,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Close Financial Services Workday Compensation,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Compensation.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00609,Workday,HCM,Compensation,Financial Services,Budget -> Expense -> Journal -> Dashboard,Workflow,Route Financial Services Workday Compensation,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Compensation.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-HCM-00610,Workday,HCM,Compensation,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Submit Technology Workday Compensation,Workday access is provisioned and Technology test data exists,"1. Open Workday Compensation.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
