Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
DYN-M36-00171,Dynamics365,m365,Teams,Retail,Draft -> Review -> Publish -> Archive,Workflow,Route Retail Dynamics365 Teams,User has Dynamics365 access and Retail data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00172,Dynamics365,m365,Teams,Retail,Configure -> Execute -> Verify -> Close,UI,Archive Retail Dynamics365 Teams,User has Dynamics365 access and Retail data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00173,Dynamics365,m365,Teams,Manufacturing,Create -> Approve -> Post -> Report,Integration,Route Manufacturing Dynamics365 Teams,User has Dynamics365 access and Manufacturing data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00174,Dynamics365,m365,Teams,Manufacturing,Submit -> Validate -> Approve -> Complete,Regression,Create Manufacturing Dynamics365 Teams,User has Dynamics365 access and Manufacturing data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00175,Dynamics365,m365,Teams,Manufacturing,Draft -> Review -> Publish -> Archive,Performance,Archive Manufacturing Dynamics365 Teams,User has Dynamics365 access and Manufacturing data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00176,Dynamics365,m365,Teams,Manufacturing,Configure -> Execute -> Verify -> Close,Regression,Validate Manufacturing Dynamics365 Teams,User has Dynamics365 access and Manufacturing data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00177,Dynamics365,m365,Teams,Healthcare,Create -> Approve -> Post -> Report,Functional,Escalate Healthcare Dynamics365 Teams,User has Dynamics365 access and Healthcare data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00178,Dynamics365,m365,Teams,Healthcare,Submit -> Validate -> Approve -> Complete,Workflow,Validate Healthcare Dynamics365 Teams,User has Dynamics365 access and Healthcare data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00179,Dynamics365,m365,Teams,Healthcare,Draft -> Review -> Publish -> Archive,Regression,Archive Healthcare Dynamics365 Teams,User has Dynamics365 access and Healthcare data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00180,Dynamics365,m365,Teams,Healthcare,Configure -> Execute -> Verify -> Close,Integration,Search Healthcare Dynamics365 Teams,User has Dynamics365 access and Healthcare data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00181,Dynamics365,m365,Teams,Professional Services,Create -> Approve -> Post -> Report,Integration,Route Professional Services Dynamics365 Teams,User has Dynamics365 access and Professional Services data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00182,Dynamics365,m365,Teams,Professional Services,Submit -> Validate -> Approve -> Complete,UI,Clone Professional Services Dynamics365 Teams,User has Dynamics365 access and Professional Services data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00183,Dynamics365,m365,Teams,Professional Services,Draft -> Review -> Publish -> Archive,Accessibility,Archive Professional Services Dynamics365 Teams,User has Dynamics365 access and Professional Services data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00184,Dynamics365,m365,Teams,Professional Services,Configure -> Execute -> Verify -> Close,Regression,Search Professional Services Dynamics365 Teams,User has Dynamics365 access and Professional Services data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00185,Dynamics365,m365,Teams,Public Sector,Create -> Approve -> Post -> Report,Security,Edit Public Sector Dynamics365 Teams,User has Dynamics365 access and Public Sector data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00186,Dynamics365,m365,Teams,Public Sector,Submit -> Validate -> Approve -> Complete,Accessibility,Archive Public Sector Dynamics365 Teams,User has Dynamics365 access and Public Sector data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00187,Dynamics365,m365,Teams,Public Sector,Draft -> Review -> Publish -> Archive,Workflow,Submit Public Sector Dynamics365 Teams,User has Dynamics365 access and Public Sector data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00188,Dynamics365,m365,Teams,Public Sector,Configure -> Execute -> Verify -> Close,UI,Clone Public Sector Dynamics365 Teams,User has Dynamics365 access and Public Sector data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00189,Dynamics365,m365,Teams,Finance,Create -> Approve -> Post -> Report,Regression,Escalate Finance Dynamics365 Teams,User has Dynamics365 access and Finance data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00190,Dynamics365,m365,Teams,Finance,Submit -> Validate -> Approve -> Complete,Integration,Approve Finance Dynamics365 Teams,User has Dynamics365 access and Finance data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00191,Dynamics365,m365,Teams,Finance,Draft -> Review -> Publish -> Archive,Regression,Escalate Finance Dynamics365 Teams,User has Dynamics365 access and Finance data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00192,Dynamics365,m365,Teams,Finance,Configure -> Execute -> Verify -> Close,Integration,Restore Finance Dynamics365 Teams,User has Dynamics365 access and Finance data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00193,Dynamics365,m365,Teams,Technology,Create -> Approve -> Post -> Report,UI,Update Technology Dynamics365 Teams,User has Dynamics365 access and Technology data exists,"1. Open Teams.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00194,Dynamics365,m365,Teams,Technology,Submit -> Validate -> Approve -> Complete,Security,Reject Technology Dynamics365 Teams,User has Dynamics365 access and Technology data exists,"1. Open Teams.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00195,Dynamics365,m365,Teams,Technology,Draft -> Review -> Publish -> Archive,Integration,Restore Technology Dynamics365 Teams,User has Dynamics365 access and Technology data exists,"1. Open Teams.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00196,Dynamics365,m365,Teams,Technology,Configure -> Execute -> Verify -> Close,Integration,Submit Technology Dynamics365 Teams,User has Dynamics365 access and Technology data exists,"1. Open Teams.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00197,Dynamics365,m365,Outlook,Retail,Create -> Approve -> Post -> Report,Security,Clone Retail Dynamics365 Outlook,User has Dynamics365 access and Retail data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00198,Dynamics365,m365,Outlook,Retail,Submit -> Validate -> Approve -> Complete,Accessibility,Edit Retail Dynamics365 Outlook,User has Dynamics365 access and Retail data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00199,Dynamics365,m365,Outlook,Retail,Draft -> Review -> Publish -> Archive,Functional,Edit Retail Dynamics365 Outlook,User has Dynamics365 access and Retail data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00200,Dynamics365,m365,Outlook,Retail,Configure -> Execute -> Verify -> Close,Integration,Restore Retail Dynamics365 Outlook,User has Dynamics365 access and Retail data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00201,Dynamics365,m365,Outlook,Manufacturing,Create -> Approve -> Post -> Report,Integration,Escalate Manufacturing Dynamics365 Outlook,User has Dynamics365 access and Manufacturing data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00202,Dynamics365,m365,Outlook,Manufacturing,Submit -> Validate -> Approve -> Complete,Security,Approve Manufacturing Dynamics365 Outlook,User has Dynamics365 access and Manufacturing data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00203,Dynamics365,m365,Outlook,Manufacturing,Draft -> Review -> Publish -> Archive,Functional,Approve Manufacturing Dynamics365 Outlook,User has Dynamics365 access and Manufacturing data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00204,Dynamics365,m365,Outlook,Manufacturing,Configure -> Execute -> Verify -> Close,Functional,Update Manufacturing Dynamics365 Outlook,User has Dynamics365 access and Manufacturing data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00205,Dynamics365,m365,Outlook,Healthcare,Create -> Approve -> Post -> Report,Security,Edit Healthcare Dynamics365 Outlook,User has Dynamics365 access and Healthcare data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00206,Dynamics365,m365,Outlook,Healthcare,Submit -> Validate -> Approve -> Complete,Security,Route Healthcare Dynamics365 Outlook,User has Dynamics365 access and Healthcare data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00207,Dynamics365,m365,Outlook,Healthcare,Draft -> Review -> Publish -> Archive,UI,Edit Healthcare Dynamics365 Outlook,User has Dynamics365 access and Healthcare data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00208,Dynamics365,m365,Outlook,Healthcare,Configure -> Execute -> Verify -> Close,UI,Restore Healthcare Dynamics365 Outlook,User has Dynamics365 access and Healthcare data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00209,Dynamics365,m365,Outlook,Professional Services,Create -> Approve -> Post -> Report,Functional,Validate Professional Services Dynamics365 Outlook,User has Dynamics365 access and Professional Services data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00210,Dynamics365,m365,Outlook,Professional Services,Submit -> Validate -> Approve -> Complete,Functional,Submit Professional Services Dynamics365 Outlook,User has Dynamics365 access and Professional Services data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00211,Dynamics365,m365,Outlook,Professional Services,Draft -> Review -> Publish -> Archive,Accessibility,Escalate Professional Services Dynamics365 Outlook,User has Dynamics365 access and Professional Services data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00212,Dynamics365,m365,Outlook,Professional Services,Configure -> Execute -> Verify -> Close,UI,Route Professional Services Dynamics365 Outlook,User has Dynamics365 access and Professional Services data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00213,Dynamics365,m365,Outlook,Public Sector,Create -> Approve -> Post -> Report,Workflow,Approve Public Sector Dynamics365 Outlook,User has Dynamics365 access and Public Sector data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00214,Dynamics365,m365,Outlook,Public Sector,Submit -> Validate -> Approve -> Complete,Regression,Archive Public Sector Dynamics365 Outlook,User has Dynamics365 access and Public Sector data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00215,Dynamics365,m365,Outlook,Public Sector,Draft -> Review -> Publish -> Archive,Functional,Search Public Sector Dynamics365 Outlook,User has Dynamics365 access and Public Sector data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00216,Dynamics365,m365,Outlook,Public Sector,Configure -> Execute -> Verify -> Close,Performance,Archive Public Sector Dynamics365 Outlook,User has Dynamics365 access and Public Sector data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00217,Dynamics365,m365,Outlook,Finance,Create -> Approve -> Post -> Report,Security,Approve Finance Dynamics365 Outlook,User has Dynamics365 access and Finance data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00218,Dynamics365,m365,Outlook,Finance,Submit -> Validate -> Approve -> Complete,Integration,Route Finance Dynamics365 Outlook,User has Dynamics365 access and Finance data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00219,Dynamics365,m365,Outlook,Finance,Draft -> Review -> Publish -> Archive,UI,Restore Finance Dynamics365 Outlook,User has Dynamics365 access and Finance data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00220,Dynamics365,m365,Outlook,Finance,Configure -> Execute -> Verify -> Close,Integration,Route Finance Dynamics365 Outlook,User has Dynamics365 access and Finance data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00221,Dynamics365,m365,Outlook,Technology,Create -> Approve -> Post -> Report,Workflow,Create Technology Dynamics365 Outlook,User has Dynamics365 access and Technology data exists,"1. Open Outlook.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00222,Dynamics365,m365,Outlook,Technology,Submit -> Validate -> Approve -> Complete,Functional,Edit Technology Dynamics365 Outlook,User has Dynamics365 access and Technology data exists,"1. Open Outlook.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00223,Dynamics365,m365,Outlook,Technology,Draft -> Review -> Publish -> Archive,UI,Update Technology Dynamics365 Outlook,User has Dynamics365 access and Technology data exists,"1. Open Outlook.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00224,Dynamics365,m365,Outlook,Technology,Configure -> Execute -> Verify -> Close,Security,Escalate Technology Dynamics365 Outlook,User has Dynamics365 access and Technology data exists,"1. Open Outlook.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00225,Dynamics365,m365,SharePoint,Retail,Create -> Approve -> Post -> Report,Integration,Validate Retail Dynamics365 SharePoint,User has Dynamics365 access and Retail data exists,"1. Open SharePoint.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00226,Dynamics365,m365,SharePoint,Retail,Submit -> Validate -> Approve -> Complete,Accessibility,Search Retail Dynamics365 SharePoint,User has Dynamics365 access and Retail data exists,"1. Open SharePoint.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00227,Dynamics365,m365,SharePoint,Retail,Draft -> Review -> Publish -> Archive,UI,Escalate Retail Dynamics365 SharePoint,User has Dynamics365 access and Retail data exists,"1. Open SharePoint.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00228,Dynamics365,m365,SharePoint,Retail,Configure -> Execute -> Verify -> Close,Security,Search Retail Dynamics365 SharePoint,User has Dynamics365 access and Retail data exists,"1. Open SharePoint.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00229,Dynamics365,m365,SharePoint,Manufacturing,Create -> Approve -> Post -> Report,Regression,Approve Manufacturing Dynamics365 SharePoint,User has Dynamics365 access and Manufacturing data exists,"1. Open SharePoint.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-M36-00230,Dynamics365,m365,SharePoint,Manufacturing,Submit -> Validate -> Approve -> Complete,Workflow,Delete Manufacturing Dynamics365 SharePoint,User has Dynamics365 access and Manufacturing data exists,"1. Open SharePoint.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
