Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-E2E-00216,Workday,E2E,Order to Cash,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Close Corporate Workday Order to Cash,Workday access is provisioned and Corporate test data exists,"1. Open Workday Order to Cash.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00217,Workday,E2E,Order to Cash,Corporate,Budget -> Expense -> Journal -> Dashboard,Performance,Route Corporate Workday Order to Cash,Workday access is provisioned and Corporate test data exists,"1. Open Workday Order to Cash.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00218,Workday,E2E,Order to Cash,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Create Retail Workday Order to Cash,Workday access is provisioned and Retail test data exists,"1. Open Workday Order to Cash.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00219,Workday,E2E,Order to Cash,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Update Retail Workday Order to Cash,Workday access is provisioned and Retail test data exists,"1. Open Workday Order to Cash.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00220,Workday,E2E,Order to Cash,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Validate Retail Workday Order to Cash,Workday access is provisioned and Retail test data exists,"1. Open Workday Order to Cash.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00221,Workday,E2E,Order to Cash,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Route Retail Workday Order to Cash,Workday access is provisioned and Retail test data exists,"1. Open Workday Order to Cash.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00222,Workday,E2E,Order to Cash,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Create Retail Workday Order to Cash,Workday access is provisioned and Retail test data exists,"1. Open Workday Order to Cash.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00223,Workday,E2E,Order to Cash,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Sync Retail Workday Order to Cash,Workday access is provisioned and Retail test data exists,"1. Open Workday Order to Cash.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00224,Workday,E2E,Order to Cash,Retail,Budget -> Expense -> Journal -> Dashboard,Workflow,Route Retail Workday Order to Cash,Workday access is provisioned and Retail test data exists,"1. Open Workday Order to Cash.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00225,Workday,E2E,Order to Cash,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Export Healthcare Workday Order to Cash,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Order to Cash.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00226,Workday,E2E,Order to Cash,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Review Healthcare Workday Order to Cash,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Order to Cash.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00227,Workday,E2E,Order to Cash,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Update Healthcare Workday Order to Cash,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Order to Cash.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00228,Workday,E2E,Order to Cash,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Update Healthcare Workday Order to Cash,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Order to Cash.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00229,Workday,E2E,Order to Cash,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Update Healthcare Workday Order to Cash,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Order to Cash.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00230,Workday,E2E,Order to Cash,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Close Healthcare Workday Order to Cash,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Order to Cash.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00231,Workday,E2E,Order to Cash,Healthcare,Budget -> Expense -> Journal -> Dashboard,Security,Export Healthcare Workday Order to Cash,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Order to Cash.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00232,Workday,E2E,Order to Cash,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Submit Manufacturing Workday Order to Cash,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Order to Cash.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00233,Workday,E2E,Order to Cash,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Reject Manufacturing Workday Order to Cash,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Order to Cash.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00234,Workday,E2E,Order to Cash,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Create Manufacturing Workday Order to Cash,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Order to Cash.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00235,Workday,E2E,Order to Cash,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Mobile,Close Manufacturing Workday Order to Cash,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Order to Cash.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00236,Workday,E2E,Order to Cash,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Create Manufacturing Workday Order to Cash,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Order to Cash.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00237,Workday,E2E,Order to Cash,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Import Manufacturing Workday Order to Cash,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Order to Cash.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00238,Workday,E2E,Order to Cash,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Performance,Approve Manufacturing Workday Order to Cash,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Order to Cash.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00239,Workday,E2E,Order to Cash,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Import Education Workday Order to Cash,Workday access is provisioned and Education test data exists,"1. Open Workday Order to Cash.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00240,Workday,E2E,Order to Cash,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Review Education Workday Order to Cash,Workday access is provisioned and Education test data exists,"1. Open Workday Order to Cash.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00241,Workday,E2E,Order to Cash,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Import Education Workday Order to Cash,Workday access is provisioned and Education test data exists,"1. Open Workday Order to Cash.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00242,Workday,E2E,Order to Cash,Education,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Sync Education Workday Order to Cash,Workday access is provisioned and Education test data exists,"1. Open Workday Order to Cash.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00243,Workday,E2E,Order to Cash,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Sync Education Workday Order to Cash,Workday access is provisioned and Education test data exists,"1. Open Workday Order to Cash.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00244,Workday,E2E,Order to Cash,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Accessibility,Reject Education Workday Order to Cash,Workday access is provisioned and Education test data exists,"1. Open Workday Order to Cash.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00245,Workday,E2E,Order to Cash,Education,Budget -> Expense -> Journal -> Dashboard,Mobile,Reject Education Workday Order to Cash,Workday access is provisioned and Education test data exists,"1. Open Workday Order to Cash.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00246,Workday,E2E,Order to Cash,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Sync Nonprofit Workday Order to Cash,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Order to Cash.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00247,Workday,E2E,Order to Cash,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Export Nonprofit Workday Order to Cash,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Order to Cash.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00248,Workday,E2E,Order to Cash,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Submit Nonprofit Workday Order to Cash,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Order to Cash.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00249,Workday,E2E,Order to Cash,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Review Nonprofit Workday Order to Cash,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Order to Cash.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00250,Workday,E2E,Order to Cash,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Submit Nonprofit Workday Order to Cash,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Order to Cash.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00251,Workday,E2E,Order to Cash,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Validate Nonprofit Workday Order to Cash,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Order to Cash.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00252,Workday,E2E,Order to Cash,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Performance,Approve Nonprofit Workday Order to Cash,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Order to Cash.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00253,Workday,E2E,Order to Cash,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Review Financial Services Workday Order to Cash,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Order to Cash.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00254,Workday,E2E,Order to Cash,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Export Financial Services Workday Order to Cash,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Order to Cash.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00255,Workday,E2E,Order to Cash,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Submit Financial Services Workday Order to Cash,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Order to Cash.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00256,Workday,E2E,Order to Cash,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Review Financial Services Workday Order to Cash,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Order to Cash.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00257,Workday,E2E,Order to Cash,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Import Financial Services Workday Order to Cash,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Order to Cash.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00258,Workday,E2E,Order to Cash,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Approve Financial Services Workday Order to Cash,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Order to Cash.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00259,Workday,E2E,Order to Cash,Financial Services,Budget -> Expense -> Journal -> Dashboard,Integration,Import Financial Services Workday Order to Cash,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Order to Cash.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00260,Workday,E2E,Order to Cash,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Import Technology Workday Order to Cash,Workday access is provisioned and Technology test data exists,"1. Open Workday Order to Cash.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00261,Workday,E2E,Order to Cash,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Review Technology Workday Order to Cash,Workday access is provisioned and Technology test data exists,"1. Open Workday Order to Cash.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00262,Workday,E2E,Order to Cash,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Close Technology Workday Order to Cash,Workday access is provisioned and Technology test data exists,"1. Open Workday Order to Cash.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00263,Workday,E2E,Order to Cash,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Submit Technology Workday Order to Cash,Workday access is provisioned and Technology test data exists,"1. Open Workday Order to Cash.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00264,Workday,E2E,Order to Cash,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Approve Technology Workday Order to Cash,Workday access is provisioned and Technology test data exists,"1. Open Workday Order to Cash.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00265,Workday,E2E,Order to Cash,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Review Technology Workday Order to Cash,Workday access is provisioned and Technology test data exists,"1. Open Workday Order to Cash.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00266,Workday,E2E,Order to Cash,Technology,Budget -> Expense -> Journal -> Dashboard,Regression,Close Technology Workday Order to Cash,Workday access is provisioned and Technology test data exists,"1. Open Workday Order to Cash.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00267,Workday,E2E,Order to Cash,Public Sector,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Close Public Sector Workday Order to Cash,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Order to Cash.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00268,Workday,E2E,Order to Cash,Public Sector,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Create Public Sector Workday Order to Cash,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Order to Cash.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-E2E-00269,Workday,E2E,Order to Cash,Public Sector,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Submit Public Sector Workday Order to Cash,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Order to Cash.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
