Test Case ID,Cloud,Module,Domain,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-00181,Financial Services,Person Account,Insurance,Functional,Archive Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Archive action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Functional
SF-FSC-00182,Financial Services,Person Account,Insurance,Functional,Create Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Create action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Create Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Functional
SF-FSC-00183,Financial Services,Person Account,Insurance,Functional,Export Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Export action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Functional
SF-FSC-00184,Financial Services,Person Account,Insurance,Regression,Search Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Search action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Regression
SF-FSC-00185,Financial Services,Person Account,Insurance,Regression,Archive Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Archive action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Regression
SF-FSC-00186,Financial Services,Person Account,Insurance,Regression,View Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform View action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",View Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Regression
SF-FSC-00187,Financial Services,Person Account,Insurance,UI,Search Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Search action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-00188,Financial Services,Person Account,Insurance,UI,Submit Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Submit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Submit Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,UI
SF-FSC-00189,Financial Services,Person Account,Insurance,UI,Reassign Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,UI
SF-FSC-00190,Financial Services,Person Account,Insurance,Integration,Export Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Export action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Integration
SF-FSC-00191,Financial Services,Person Account,Insurance,Integration,Approve Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Integration
SF-FSC-00192,Financial Services,Person Account,Insurance,Integration,KYC Verify Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform KYC Verify action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Integration
SF-FSC-00193,Financial Services,Person Account,Insurance,Security,Onboard Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Onboard action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Security
SF-FSC-00194,Financial Services,Person Account,Insurance,Security,View Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform View action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",View Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Security
SF-FSC-00195,Financial Services,Person Account,Insurance,Security,AML Flag Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Security
SF-FSC-00196,Financial Services,Person Account,Insurance,Compliance,Validate Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Validate action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Compliance
SF-FSC-00197,Financial Services,Person Account,Insurance,Compliance,Reassign Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Compliance
SF-FSC-00198,Financial Services,Person Account,Insurance,Compliance,Route Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Route action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Route Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-00199,Financial Services,Person Account,Insurance,Performance,Approve Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-00200,Financial Services,Person Account,Insurance,Performance,Share Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Share action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Performance
SF-FSC-00201,Financial Services,Person Account,Insurance,Performance,Clone Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Clone action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-00202,Financial Services,Person Account,Insurance,Data Migration,Bulk Edit Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Data Migration
SF-FSC-00203,Financial Services,Person Account,Insurance,Data Migration,Update Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Update action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Data Migration
SF-FSC-00204,Financial Services,Person Account,Insurance,Data Migration,Restore Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Restore action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Data Migration
SF-FSC-00205,Financial Services,Person Account,Insurance,Mobile,Validate Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Validate action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-00206,Financial Services,Person Account,Insurance,Mobile,Bulk Edit Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-00207,Financial Services,Person Account,Insurance,Mobile,Archive Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Archive action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-00208,Financial Services,Person Account,Insurance,Accessibility,Delete Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Delete action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-00209,Financial Services,Person Account,Insurance,Accessibility,KYC Verify Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform KYC Verify action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Accessibility
SF-FSC-00210,Financial Services,Person Account,Insurance,Accessibility,Reject Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reject action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Accessibility
SF-FSC-00211,Financial Services,Person Account,Insurance,API,Restore Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Restore action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,API
SF-FSC-00212,Financial Services,Person Account,Insurance,API,Share Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Share action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,API
SF-FSC-00213,Financial Services,Person Account,Insurance,API,Export Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Export action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,API
SF-FSC-00214,Financial Services,Person Account,Insurance,KYC/AML,Approve Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,KYC/AML
SF-FSC-00215,Financial Services,Person Account,Insurance,KYC/AML,KYC Verify Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform KYC Verify action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,KYC/AML
SF-FSC-00216,Financial Services,Person Account,Insurance,KYC/AML,Reject Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reject action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,KYC/AML
SF-FSC-00217,Financial Services,Person Account,Insurance,Regulatory Audit,Reassign Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Regulatory Audit
SF-FSC-00218,Financial Services,Person Account,Insurance,Regulatory Audit,Restore Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Restore action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-00219,Financial Services,Person Account,Insurance,Regulatory Audit,Edit Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-00220,Financial Services,Person Account,Insurance,Rollup Validation,Share Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Share action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Rollup Validation
SF-FSC-00221,Financial Services,Person Account,Insurance,Rollup Validation,Bulk Edit Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Rollup Validation
SF-FSC-00222,Financial Services,Person Account,Insurance,Rollup Validation,Sync Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Sync action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Rollup Validation
SF-FSC-00223,Financial Services,Person Account,Insurance,Relationship Mapping,AML Flag Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform AML Flag action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Relationship Mapping
SF-FSC-00224,Financial Services,Person Account,Insurance,Relationship Mapping,Edit Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Relationship Mapping
SF-FSC-00225,Financial Services,Person Account,Insurance,Relationship Mapping,Update Insurance Financial Services Person Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Update action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Insurance Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Relationship Mapping
SF-FSC-00226,Financial Services,Person Account,Mortgage,Functional,Search Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Search action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Functional
SF-FSC-00227,Financial Services,Person Account,Mortgage,Functional,Update Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Update action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Functional
SF-FSC-00228,Financial Services,Person Account,Mortgage,Functional,Reject Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reject action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Functional
SF-FSC-00229,Financial Services,Person Account,Mortgage,Regression,Approve Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Regression
SF-FSC-00230,Financial Services,Person Account,Mortgage,Regression,KYC Verify Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform KYC Verify action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Regression
SF-FSC-00231,Financial Services,Person Account,Mortgage,Regression,Archive Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Archive action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Regression
SF-FSC-00232,Financial Services,Person Account,Mortgage,UI,Delete Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Delete action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-00233,Financial Services,Person Account,Mortgage,UI,Submit Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Submit action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Submit Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,UI
SF-FSC-00234,Financial Services,Person Account,Mortgage,UI,Approve Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,UI
SF-FSC-00235,Financial Services,Person Account,Mortgage,Integration,Approve Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Integration
SF-FSC-00236,Financial Services,Person Account,Mortgage,Integration,Submit Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Submit action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Submit Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Integration
SF-FSC-00237,Financial Services,Person Account,Mortgage,Integration,Restore Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Restore action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Integration
SF-FSC-00238,Financial Services,Person Account,Mortgage,Security,Share Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Share action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Security
SF-FSC-00239,Financial Services,Person Account,Mortgage,Security,Archive Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Archive action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Security
SF-FSC-00240,Financial Services,Person Account,Mortgage,Security,Approve Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Security
SF-FSC-00241,Financial Services,Person Account,Mortgage,Compliance,Share Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Share action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-00242,Financial Services,Person Account,Mortgage,Compliance,KYC Verify Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform KYC Verify action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-00243,Financial Services,Person Account,Mortgage,Compliance,Update Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Update action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Compliance
SF-FSC-00244,Financial Services,Person Account,Mortgage,Performance,Submit Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Submit action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Submit Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-00245,Financial Services,Person Account,Mortgage,Performance,Search Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Search action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Performance
SF-FSC-00246,Financial Services,Person Account,Mortgage,Performance,Reassign Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-00247,Financial Services,Person Account,Mortgage,Data Migration,Restore Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Restore action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Data Migration
SF-FSC-00248,Financial Services,Person Account,Mortgage,Data Migration,Route Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Route action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Route Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Low,Data Migration
SF-FSC-00249,Financial Services,Person Account,Mortgage,Data Migration,Reassign Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Data Migration
SF-FSC-00250,Financial Services,Person Account,Mortgage,Mobile,Approve Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Approve action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-00251,Financial Services,Person Account,Mortgage,Mobile,Export Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Export action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Mobile
SF-FSC-00252,Financial Services,Person Account,Mortgage,Mobile,Reassign Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Reassign action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Mobile
SF-FSC-00253,Financial Services,Person Account,Mortgage,Accessibility,Submit Mortgage Financial Services Person Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Person Account in Financial Services Cloud.\n2. Perform Submit action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Submit Mortgage Financial Services Person Account completes with correct household/rollup data and compliance audit trail,Medium,Accessibility
