Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-CLI-00663,Veeva,Clinical,Site Management,Pharma,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Archive Pharma Veeva Site Management,User has Veeva access and Pharma data is available,"1. Open Site Management.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00664,Veeva,Clinical,Site Management,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Security,Escalate Pharma Veeva Site Management,User has Veeva access and Pharma data is available,"1. Open Site Management.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00665,Veeva,Clinical,Site Management,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Integration,Validate Pharma Veeva Site Management,User has Veeva access and Pharma data is available,"1. Open Site Management.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00666,Veeva,Clinical,Site Management,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Restore Biotech Veeva Site Management,User has Veeva access and Biotech data is available,"1. Open Site Management.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00667,Veeva,Clinical,Site Management,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Functional,Update Biotech Veeva Site Management,User has Veeva access and Biotech data is available,"1. Open Site Management.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00668,Veeva,Clinical,Site Management,Biotech,Author -> Review -> Sign -> Distribute -> Track,Integration,Clone Biotech Veeva Site Management,User has Veeva access and Biotech data is available,"1. Open Site Management.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00669,Veeva,Clinical,Site Management,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Validate Biotech Veeva Site Management,User has Veeva access and Biotech data is available,"1. Open Site Management.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00670,Veeva,Clinical,Site Management,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Functional,Clone Biotech Veeva Site Management,User has Veeva access and Biotech data is available,"1. Open Site Management.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00671,Veeva,Clinical,Site Management,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Regression,Clone Medical Devices Veeva Site Management,User has Veeva access and Medical Devices data is available,"1. Open Site Management.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00672,Veeva,Clinical,Site Management,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Regression,Route Medical Devices Veeva Site Management,User has Veeva access and Medical Devices data is available,"1. Open Site Management.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00673,Veeva,Clinical,Site Management,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Regression,Approve Medical Devices Veeva Site Management,User has Veeva access and Medical Devices data is available,"1. Open Site Management.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00674,Veeva,Clinical,Site Management,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Security,Delete Medical Devices Veeva Site Management,User has Veeva access and Medical Devices data is available,"1. Open Site Management.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00675,Veeva,Clinical,Site Management,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Performance,Submit Medical Devices Veeva Site Management,User has Veeva access and Medical Devices data is available,"1. Open Site Management.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00676,Veeva,Clinical,Site Management,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Route Consumer Health Veeva Site Management,User has Veeva access and Consumer Health data is available,"1. Open Site Management.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00677,Veeva,Clinical,Site Management,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,UI,Restore Consumer Health Veeva Site Management,User has Veeva access and Consumer Health data is available,"1. Open Site Management.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00678,Veeva,Clinical,Site Management,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Regression,Reject Consumer Health Veeva Site Management,User has Veeva access and Consumer Health data is available,"1. Open Site Management.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00679,Veeva,Clinical,Site Management,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,UI,Update Consumer Health Veeva Site Management,User has Veeva access and Consumer Health data is available,"1. Open Site Management.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00680,Veeva,Clinical,Site Management,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Security,Validate Consumer Health Veeva Site Management,User has Veeva access and Consumer Health data is available,"1. Open Site Management.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00681,Veeva,Clinical,Site Management,CRO,Setup -> Review -> Approve -> Publish -> Archive,UI,Reject CRO Veeva Site Management,User has Veeva access and CRO data is available,"1. Open Site Management.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00682,Veeva,Clinical,Site Management,CRO,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Delete CRO Veeva Site Management,User has Veeva access and CRO data is available,"1. Open Site Management.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00683,Veeva,Clinical,Site Management,CRO,Author -> Review -> Sign -> Distribute -> Track,Functional,Clone CRO Veeva Site Management,User has Veeva access and CRO data is available,"1. Open Site Management.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00684,Veeva,Clinical,Site Management,CRO,Plan -> Execute -> Verify -> Close -> Audit,Performance,Escalate CRO Veeva Site Management,User has Veeva access and CRO data is available,"1. Open Site Management.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00685,Veeva,Clinical,Site Management,CRO,Content -> Approval -> HCP Delivery -> Analytics,Regression,Edit CRO Veeva Site Management,User has Veeva access and CRO data is available,"1. Open Site Management.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00686,Veeva,Clinical,Site Management,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Integration,Escalate Manufacturing Veeva Site Management,User has Veeva access and Manufacturing data is available,"1. Open Site Management.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00687,Veeva,Clinical,Site Management,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Restore Manufacturing Veeva Site Management,User has Veeva access and Manufacturing data is available,"1. Open Site Management.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00688,Veeva,Clinical,Site Management,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Workflow,Archive Manufacturing Veeva Site Management,User has Veeva access and Manufacturing data is available,"1. Open Site Management.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00689,Veeva,Clinical,Site Management,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Security,Search Manufacturing Veeva Site Management,User has Veeva access and Manufacturing data is available,"1. Open Site Management.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00690,Veeva,Clinical,Site Management,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Route Manufacturing Veeva Site Management,User has Veeva access and Manufacturing data is available,"1. Open Site Management.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00691,Veeva,Clinical,TMF,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Workflow,Reject Pharma Veeva TMF,User has Veeva access and Pharma data is available,"1. Open TMF.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00692,Veeva,Clinical,TMF,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Security,Submit Pharma Veeva TMF,User has Veeva access and Pharma data is available,"1. Open TMF.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00693,Veeva,Clinical,TMF,Pharma,Author -> Review -> Sign -> Distribute -> Track,Functional,Route Pharma Veeva TMF,User has Veeva access and Pharma data is available,"1. Open TMF.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00694,Veeva,Clinical,TMF,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Security,Search Pharma Veeva TMF,User has Veeva access and Pharma data is available,"1. Open TMF.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00695,Veeva,Clinical,TMF,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Security,Escalate Pharma Veeva TMF,User has Veeva access and Pharma data is available,"1. Open TMF.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00696,Veeva,Clinical,TMF,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Performance,Validate Biotech Veeva TMF,User has Veeva access and Biotech data is available,"1. Open TMF.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00697,Veeva,Clinical,TMF,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Integration,Route Biotech Veeva TMF,User has Veeva access and Biotech data is available,"1. Open TMF.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00698,Veeva,Clinical,TMF,Biotech,Author -> Review -> Sign -> Distribute -> Track,Functional,Route Biotech Veeva TMF,User has Veeva access and Biotech data is available,"1. Open TMF.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00699,Veeva,Clinical,TMF,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Security,Restore Biotech Veeva TMF,User has Veeva access and Biotech data is available,"1. Open TMF.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00700,Veeva,Clinical,TMF,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Integration,Route Biotech Veeva TMF,User has Veeva access and Biotech data is available,"1. Open TMF.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00701,Veeva,Clinical,TMF,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Reject Medical Devices Veeva TMF,User has Veeva access and Medical Devices data is available,"1. Open TMF.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00702,Veeva,Clinical,TMF,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Regression,Escalate Medical Devices Veeva TMF,User has Veeva access and Medical Devices data is available,"1. Open TMF.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00703,Veeva,Clinical,TMF,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Integration,Clone Medical Devices Veeva TMF,User has Veeva access and Medical Devices data is available,"1. Open TMF.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00704,Veeva,Clinical,TMF,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Delete Medical Devices Veeva TMF,User has Veeva access and Medical Devices data is available,"1. Open TMF.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00705,Veeva,Clinical,TMF,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Submit Medical Devices Veeva TMF,User has Veeva access and Medical Devices data is available,"1. Open TMF.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00706,Veeva,Clinical,TMF,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Create Consumer Health Veeva TMF,User has Veeva access and Consumer Health data is available,"1. Open TMF.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00707,Veeva,Clinical,TMF,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Performance,Delete Consumer Health Veeva TMF,User has Veeva access and Consumer Health data is available,"1. Open TMF.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00708,Veeva,Clinical,TMF,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Integration,Create Consumer Health Veeva TMF,User has Veeva access and Consumer Health data is available,"1. Open TMF.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00709,Veeva,Clinical,TMF,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,UI,Clone Consumer Health Veeva TMF,User has Veeva access and Consumer Health data is available,"1. Open TMF.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00710,Veeva,Clinical,TMF,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Integration,Clone Consumer Health Veeva TMF,User has Veeva access and Consumer Health data is available,"1. Open TMF.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00711,Veeva,Clinical,TMF,CRO,Setup -> Review -> Approve -> Publish -> Archive,Performance,Update CRO Veeva TMF,User has Veeva access and CRO data is available,"1. Open TMF.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00712,Veeva,Clinical,TMF,CRO,Create -> Submit -> Approve -> Release -> Monitor,Security,Archive CRO Veeva TMF,User has Veeva access and CRO data is available,"1. Open TMF.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00713,Veeva,Clinical,TMF,CRO,Author -> Review -> Sign -> Distribute -> Track,Regression,Submit CRO Veeva TMF,User has Veeva access and CRO data is available,"1. Open TMF.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00714,Veeva,Clinical,TMF,CRO,Plan -> Execute -> Verify -> Close -> Audit,UI,Archive CRO Veeva TMF,User has Veeva access and CRO data is available,"1. Open TMF.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00715,Veeva,Clinical,TMF,CRO,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Restore CRO Veeva TMF,User has Veeva access and CRO data is available,"1. Open TMF.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00716,Veeva,Clinical,TMF,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,UI,Delete Manufacturing Veeva TMF,User has Veeva access and Manufacturing data is available,"1. Open TMF.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00717,Veeva,Clinical,TMF,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Create Manufacturing Veeva TMF,User has Veeva access and Manufacturing data is available,"1. Open TMF.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00718,Veeva,Clinical,TMF,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Regression,Submit Manufacturing Veeva TMF,User has Veeva access and Manufacturing data is available,"1. Open TMF.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
