Test Case ID,Cloud,Module,Domain,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-10101,Financial Services,Actionable Relationship Center,AML/KYC,Accessibility,Onboard AML/KYC Financial Services Actionable Relationship Center Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Use Onboard action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Actionable Relationship Center B‑variant Onboard execution respects household relationships, rollups, and regulatory controls",High,Accessibility
SF-FSC-10102,Financial Services,Actionable Relationship Center,AML/KYC,Regulatory Audit,Delete AML/KYC Financial Services Actionable Relationship Center Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Use Delete action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Actionable Relationship Center B‑variant Delete execution respects household relationships, rollups, and regulatory controls",High,Regulatory Audit
SF-FSC-10103,Financial Services,Actionable Relationship Center,Regulatory Reporting,Accessibility,Clone Regulatory Reporting Financial Services Actionable Relationship Center Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Use Clone action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Actionable Relationship Center B‑variant Clone execution respects household relationships, rollups, and regulatory controls",Medium,Accessibility
SF-FSC-10104,Financial Services,Actionable Relationship Center,Regulatory Reporting,Compliance,View Regulatory Reporting Financial Services Actionable Relationship Center Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Use View action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Actionable Relationship Center B‑variant View execution respects household relationships, rollups, and regulatory controls",Low,Compliance
SF-FSC-10105,Financial Services,Relationship Group,Retail Banking,Compliance,Reject Retail Banking Financial Services Relationship Group Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Reject action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking Relationship Group B‑variant Reject execution respects household relationships, rollups, and regulatory controls",High,Compliance
SF-FSC-10106,Financial Services,Relationship Group,Retail Banking,UI,Search Retail Banking Financial Services Relationship Group Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Search action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking Relationship Group B‑variant Search execution respects household relationships, rollups, and regulatory controls",Medium,UI
SF-FSC-10107,Financial Services,Relationship Group,Commercial Banking,Regression,Submit Commercial Banking Financial Services Relationship Group Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Submit action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking Relationship Group B‑variant Submit execution respects household relationships, rollups, and regulatory controls",High,Regression
SF-FSC-10108,Financial Services,Relationship Group,Commercial Banking,Integration,Update Commercial Banking Financial Services Relationship Group Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Update action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking Relationship Group B‑variant Update execution respects household relationships, rollups, and regulatory controls",Low,Integration
SF-FSC-10109,Financial Services,Relationship Group,Wealth Management,API,Route Wealth Management Financial Services Relationship Group Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Route action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Relationship Group B‑variant Route execution respects household relationships, rollups, and regulatory controls",Low,API
SF-FSC-10110,Financial Services,Relationship Group,Wealth Management,KYC/AML,Update Wealth Management Financial Services Relationship Group Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Update action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Relationship Group B‑variant Update execution respects household relationships, rollups, and regulatory controls",Medium,KYC/AML
SF-FSC-10111,Financial Services,Relationship Group,Investment Banking,Relationship Mapping,Onboard Investment Banking Financial Services Relationship Group Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Onboard action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Relationship Group B‑variant Onboard execution respects household relationships, rollups, and regulatory controls",Medium,Relationship Mapping
SF-FSC-10112,Financial Services,Relationship Group,Investment Banking,API,Reject Investment Banking Financial Services Relationship Group Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Reject action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Relationship Group B‑variant Reject execution respects household relationships, rollups, and regulatory controls",High,API
SF-FSC-10113,Financial Services,Relationship Group,Insurance,Performance,Clone Insurance Financial Services Relationship Group Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Clone action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Relationship Group B‑variant Clone execution respects household relationships, rollups, and regulatory controls",Low,Performance
SF-FSC-10114,Financial Services,Relationship Group,Insurance,Accessibility,KYC Verify Insurance Financial Services Relationship Group Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use KYC Verify action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Relationship Group B‑variant KYC Verify execution respects household relationships, rollups, and regulatory controls",Low,Accessibility
SF-FSC-10115,Financial Services,Relationship Group,Mortgage,Regression,Onboard Mortgage Financial Services Relationship Group Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Onboard action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Relationship Group B‑variant Onboard execution respects household relationships, rollups, and regulatory controls",Low,Regression
SF-FSC-10116,Financial Services,Relationship Group,Mortgage,Mobile,Export Mortgage Financial Services Relationship Group Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Export action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Relationship Group B‑variant Export execution respects household relationships, rollups, and regulatory controls",High,Mobile
SF-FSC-10117,Financial Services,Relationship Group,Credit Card,Data Migration,Clone Credit Card Financial Services Relationship Group Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Clone action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Relationship Group B‑variant Clone execution respects household relationships, rollups, and regulatory controls",Low,Data Migration
SF-FSC-10118,Financial Services,Relationship Group,Credit Card,Data Migration,Submit Credit Card Financial Services Relationship Group Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Submit action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Relationship Group B‑variant Submit execution respects household relationships, rollups, and regulatory controls",Low,Data Migration
SF-FSC-10119,Financial Services,Relationship Group,Asset Management,Regression,Validate Asset Management Financial Services Relationship Group Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Validate action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Relationship Group B‑variant Validate execution respects household relationships, rollups, and regulatory controls",Low,Regression
SF-FSC-10120,Financial Services,Relationship Group,Asset Management,KYC/AML,Search Asset Management Financial Services Relationship Group Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Search action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Relationship Group B‑variant Search execution respects household relationships, rollups, and regulatory controls",Low,KYC/AML
SF-FSC-10121,Financial Services,Relationship Group,Brokerage,Regulatory Audit,Close Brokerage Financial Services Relationship Group Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Close action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Relationship Group B‑variant Close execution respects household relationships, rollups, and regulatory controls",Medium,Regulatory Audit
SF-FSC-10122,Financial Services,Relationship Group,Brokerage,Integration,Approve Brokerage Financial Services Relationship Group Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Approve action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Relationship Group B‑variant Approve execution respects household relationships, rollups, and regulatory controls",Low,Integration
SF-FSC-10123,Financial Services,Relationship Group,Private Banking,Regulatory Audit,Approve Private Banking Financial Services Relationship Group Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Approve action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Relationship Group B‑variant Approve execution respects household relationships, rollups, and regulatory controls",High,Regulatory Audit
SF-FSC-10124,Financial Services,Relationship Group,Private Banking,Security,Validate Private Banking Financial Services Relationship Group Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Validate action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Relationship Group B‑variant Validate execution respects household relationships, rollups, and regulatory controls",Low,Security
SF-FSC-10125,Financial Services,Relationship Group,Compliance,Performance,Export Compliance Financial Services Relationship Group Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Export action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Relationship Group B‑variant Export execution respects household relationships, rollups, and regulatory controls",Medium,Performance
SF-FSC-10126,Financial Services,Relationship Group,Compliance,Regression,View Compliance Financial Services Relationship Group Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use View action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Relationship Group B‑variant View execution respects household relationships, rollups, and regulatory controls",Medium,Regression
SF-FSC-10127,Financial Services,Relationship Group,AML/KYC,Rollup Validation,Close AML/KYC Financial Services Relationship Group Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Close action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Relationship Group B‑variant Close execution respects household relationships, rollups, and regulatory controls",Medium,Rollup Validation
SF-FSC-10128,Financial Services,Relationship Group,AML/KYC,Mobile,Archive AML/KYC Financial Services Relationship Group Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use Archive action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Relationship Group B‑variant Archive execution respects household relationships, rollups, and regulatory controls",Medium,Mobile
SF-FSC-10129,Financial Services,Relationship Group,Regulatory Reporting,Relationship Mapping,KYC Verify Regulatory Reporting Financial Services Relationship Group Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use KYC Verify action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Relationship Group B‑variant KYC Verify execution respects household relationships, rollups, and regulatory controls",Low,Relationship Mapping
SF-FSC-10130,Financial Services,Relationship Group,Regulatory Reporting,API,AML Flag Regulatory Reporting Financial Services Relationship Group Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Relationship Group in Financial Services Cloud.\n2. Use AML Flag action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Relationship Group B‑variant AML Flag execution respects household relationships, rollups, and regulatory controls",Medium,API
SF-FSC-10131,Financial Services,Client Onboarding,Retail Banking,Integration,Restore Retail Banking Financial Services Client Onboarding Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Restore action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking Client Onboarding B‑variant Restore execution respects household relationships, rollups, and regulatory controls",High,Integration
SF-FSC-10132,Financial Services,Client Onboarding,Retail Banking,Compliance,Share Retail Banking Financial Services Client Onboarding Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Share action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking Client Onboarding B‑variant Share execution respects household relationships, rollups, and regulatory controls",Low,Compliance
SF-FSC-10133,Financial Services,Client Onboarding,Commercial Banking,Compliance,Archive Commercial Banking Financial Services Client Onboarding Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Archive action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking Client Onboarding B‑variant Archive execution respects household relationships, rollups, and regulatory controls",High,Compliance
SF-FSC-10134,Financial Services,Client Onboarding,Commercial Banking,KYC/AML,Export Commercial Banking Financial Services Client Onboarding Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Export action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking Client Onboarding B‑variant Export execution respects household relationships, rollups, and regulatory controls",Medium,KYC/AML
SF-FSC-10135,Financial Services,Client Onboarding,Wealth Management,Data Migration,Update Wealth Management Financial Services Client Onboarding Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Update action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Client Onboarding B‑variant Update execution respects household relationships, rollups, and regulatory controls",High,Data Migration
SF-FSC-10136,Financial Services,Client Onboarding,Wealth Management,Accessibility,Update Wealth Management Financial Services Client Onboarding Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Update action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Client Onboarding B‑variant Update execution respects household relationships, rollups, and regulatory controls",Medium,Accessibility
SF-FSC-10137,Financial Services,Client Onboarding,Investment Banking,Data Migration,KYC Verify Investment Banking Financial Services Client Onboarding Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use KYC Verify action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Client Onboarding B‑variant KYC Verify execution respects household relationships, rollups, and regulatory controls",Medium,Data Migration
SF-FSC-10138,Financial Services,Client Onboarding,Investment Banking,Relationship Mapping,AML Flag Investment Banking Financial Services Client Onboarding Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use AML Flag action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Client Onboarding B‑variant AML Flag execution respects household relationships, rollups, and regulatory controls",Medium,Relationship Mapping
SF-FSC-10139,Financial Services,Client Onboarding,Insurance,API,Onboard Insurance Financial Services Client Onboarding Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Onboard action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Client Onboarding B‑variant Onboard execution respects household relationships, rollups, and regulatory controls",High,API
SF-FSC-10140,Financial Services,Client Onboarding,Insurance,Regulatory Audit,Reassign Insurance Financial Services Client Onboarding Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Reassign action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Client Onboarding B‑variant Reassign execution respects household relationships, rollups, and regulatory controls",Medium,Regulatory Audit
SF-FSC-10141,Financial Services,Client Onboarding,Mortgage,Functional,AML Flag Mortgage Financial Services Client Onboarding Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use AML Flag action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Client Onboarding B‑variant AML Flag execution respects household relationships, rollups, and regulatory controls",Low,Functional
SF-FSC-10142,Financial Services,Client Onboarding,Mortgage,Functional,Share Mortgage Financial Services Client Onboarding Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Share action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Client Onboarding B‑variant Share execution respects household relationships, rollups, and regulatory controls",Medium,Functional
SF-FSC-10143,Financial Services,Client Onboarding,Credit Card,Functional,Onboard Credit Card Financial Services Client Onboarding Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Onboard action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Client Onboarding B‑variant Onboard execution respects household relationships, rollups, and regulatory controls",Medium,Functional
SF-FSC-10144,Financial Services,Client Onboarding,Credit Card,Compliance,Delete Credit Card Financial Services Client Onboarding Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Delete action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Client Onboarding B‑variant Delete execution respects household relationships, rollups, and regulatory controls",High,Compliance
SF-FSC-10145,Financial Services,Client Onboarding,Asset Management,Integration,Update Asset Management Financial Services Client Onboarding Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Update action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Client Onboarding B‑variant Update execution respects household relationships, rollups, and regulatory controls",Low,Integration
SF-FSC-10146,Financial Services,Client Onboarding,Asset Management,Mobile,Delete Asset Management Financial Services Client Onboarding Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Delete action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Client Onboarding B‑variant Delete execution respects household relationships, rollups, and regulatory controls",Low,Mobile
SF-FSC-10147,Financial Services,Client Onboarding,Brokerage,UI,Close Brokerage Financial Services Client Onboarding Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Close action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Client Onboarding B‑variant Close execution respects household relationships, rollups, and regulatory controls",Medium,UI
SF-FSC-10148,Financial Services,Client Onboarding,Brokerage,Performance,Clone Brokerage Financial Services Client Onboarding Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Clone action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Client Onboarding B‑variant Clone execution respects household relationships, rollups, and regulatory controls",Medium,Performance
SF-FSC-10149,Financial Services,Client Onboarding,Private Banking,API,Archive Private Banking Financial Services Client Onboarding Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Archive action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Client Onboarding B‑variant Archive execution respects household relationships, rollups, and regulatory controls",Low,API
SF-FSC-10150,Financial Services,Client Onboarding,Private Banking,Compliance,Approve Private Banking Financial Services Client Onboarding Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Approve action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Client Onboarding B‑variant Approve execution respects household relationships, rollups, and regulatory controls",Medium,Compliance
SF-FSC-10151,Financial Services,Client Onboarding,Compliance,Integration,Share Compliance Financial Services Client Onboarding Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Share action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Client Onboarding B‑variant Share execution respects household relationships, rollups, and regulatory controls",High,Integration
SF-FSC-10152,Financial Services,Client Onboarding,Compliance,Data Migration,Route Compliance Financial Services Client Onboarding Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Route action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Client Onboarding B‑variant Route execution respects household relationships, rollups, and regulatory controls",Low,Data Migration
SF-FSC-10153,Financial Services,Client Onboarding,AML/KYC,Functional,Submit AML/KYC Financial Services Client Onboarding Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Submit action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Client Onboarding B‑variant Submit execution respects household relationships, rollups, and regulatory controls",Low,Functional
SF-FSC-10154,Financial Services,Client Onboarding,AML/KYC,Functional,Export AML/KYC Financial Services Client Onboarding Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Export action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Client Onboarding B‑variant Export execution respects household relationships, rollups, and regulatory controls",High,Functional
SF-FSC-10155,Financial Services,Client Onboarding,Regulatory Reporting,UI,Validate Regulatory Reporting Financial Services Client Onboarding Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Validate action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Client Onboarding B‑variant Validate execution respects household relationships, rollups, and regulatory controls",Medium,UI
SF-FSC-10156,Financial Services,Client Onboarding,Regulatory Reporting,Integration,Create Regulatory Reporting Financial Services Client Onboarding Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Client Onboarding in Financial Services Cloud.\n2. Use Create action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Client Onboarding B‑variant Create execution respects household relationships, rollups, and regulatory controls",Medium,Integration
SF-FSC-10157,Financial Services,KYC/AML,Retail Banking,Compliance,Restore Retail Banking Financial Services KYC/AML Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Restore action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking KYC/AML B‑variant Restore execution respects household relationships, rollups, and regulatory controls",Low,Compliance
SF-FSC-10158,Financial Services,KYC/AML,Retail Banking,Performance,Submit Retail Banking Financial Services KYC/AML Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Submit action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking KYC/AML B‑variant Submit execution respects household relationships, rollups, and regulatory controls",High,Performance
SF-FSC-10159,Financial Services,KYC/AML,Commercial Banking,Relationship Mapping,Export Commercial Banking Financial Services KYC/AML Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Export action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking KYC/AML B‑variant Export execution respects household relationships, rollups, and regulatory controls",Low,Relationship Mapping
SF-FSC-10160,Financial Services,KYC/AML,Commercial Banking,Regression,Update Commercial Banking Financial Services KYC/AML Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Update action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking KYC/AML B‑variant Update execution respects household relationships, rollups, and regulatory controls",High,Regression
SF-FSC-10161,Financial Services,KYC/AML,Wealth Management,Relationship Mapping,Validate Wealth Management Financial Services KYC/AML Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Validate action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management KYC/AML B‑variant Validate execution respects household relationships, rollups, and regulatory controls",Low,Relationship Mapping
SF-FSC-10162,Financial Services,KYC/AML,Wealth Management,Regulatory Audit,Update Wealth Management Financial Services KYC/AML Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Update action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management KYC/AML B‑variant Update execution respects household relationships, rollups, and regulatory controls",Low,Regulatory Audit
SF-FSC-10163,Financial Services,KYC/AML,Investment Banking,API,Reassign Investment Banking Financial Services KYC/AML Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Reassign action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking KYC/AML B‑variant Reassign execution respects household relationships, rollups, and regulatory controls",Low,API
SF-FSC-10164,Financial Services,KYC/AML,Investment Banking,Security,Restore Investment Banking Financial Services KYC/AML Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Restore action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking KYC/AML B‑variant Restore execution respects household relationships, rollups, and regulatory controls",Low,Security
SF-FSC-10165,Financial Services,KYC/AML,Insurance,Relationship Mapping,AML Flag Insurance Financial Services KYC/AML Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use AML Flag action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance KYC/AML B‑variant AML Flag execution respects household relationships, rollups, and regulatory controls",Low,Relationship Mapping
SF-FSC-10166,Financial Services,KYC/AML,Insurance,KYC/AML,Update Insurance Financial Services KYC/AML Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Update action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance KYC/AML B‑variant Update execution respects household relationships, rollups, and regulatory controls",Medium,KYC/AML
SF-FSC-10167,Financial Services,KYC/AML,Mortgage,Rollup Validation,Delete Mortgage Financial Services KYC/AML Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Delete action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage KYC/AML B‑variant Delete execution respects household relationships, rollups, and regulatory controls",Medium,Rollup Validation
SF-FSC-10168,Financial Services,KYC/AML,Mortgage,Performance,Export Mortgage Financial Services KYC/AML Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Export action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage KYC/AML B‑variant Export execution respects household relationships, rollups, and regulatory controls",Low,Performance
SF-FSC-10169,Financial Services,KYC/AML,Credit Card,KYC/AML,Clone Credit Card Financial Services KYC/AML Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to KYC/AML in Financial Services Cloud.\n2. Use Clone action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card KYC/AML B‑variant Clone execution respects household relationships, rollups, and regulatory controls",Medium,KYC/AML
