Test Case ID,Suite,Function,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SAP-MM-00265,SAP Ph-II,MM,Purchasing,Banking,Order -> Delivery -> Billing -> Accounting,Security,Archive Banking SAP Purchasing,SAP access provisioned and Banking test data exists,"1. Open Purchasing.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00266,SAP Ph-II,MM,Purchasing,Utilities,Create -> Approve -> Post -> Report,Security,Edit Utilities SAP Purchasing,SAP access provisioned and Utilities test data exists,"1. Open Purchasing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00267,SAP Ph-II,MM,Purchasing,Utilities,Plan -> Execute -> Verify -> Close,Integration,Delete Utilities SAP Purchasing,SAP access provisioned and Utilities test data exists,"1. Open Purchasing.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00268,SAP Ph-II,MM,Purchasing,Utilities,Request -> Process -> Approve -> Complete,UI,Restore Utilities SAP Purchasing,SAP access provisioned and Utilities test data exists,"1. Open Purchasing.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00269,SAP Ph-II,MM,Purchasing,Utilities,Master Data -> Transaction -> Settlement -> Analytics,Performance,Submit Utilities SAP Purchasing,SAP access provisioned and Utilities test data exists,"1. Open Purchasing.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00270,SAP Ph-II,MM,Purchasing,Utilities,Order -> Delivery -> Billing -> Accounting,Integration,Reject Utilities SAP Purchasing,SAP access provisioned and Utilities test data exists,"1. Open Purchasing.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00271,SAP Ph-II,MM,Purchasing,CPG,Create -> Approve -> Post -> Report,UI,Edit CPG SAP Purchasing,SAP access provisioned and CPG test data exists,"1. Open Purchasing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00272,SAP Ph-II,MM,Purchasing,CPG,Plan -> Execute -> Verify -> Close,Security,Restore CPG SAP Purchasing,SAP access provisioned and CPG test data exists,"1. Open Purchasing.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00273,SAP Ph-II,MM,Purchasing,CPG,Request -> Process -> Approve -> Complete,Security,Reject CPG SAP Purchasing,SAP access provisioned and CPG test data exists,"1. Open Purchasing.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00274,SAP Ph-II,MM,Purchasing,CPG,Master Data -> Transaction -> Settlement -> Analytics,UI,Delete CPG SAP Purchasing,SAP access provisioned and CPG test data exists,"1. Open Purchasing.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00275,SAP Ph-II,MM,Purchasing,CPG,Order -> Delivery -> Billing -> Accounting,Performance,Archive CPG SAP Purchasing,SAP access provisioned and CPG test data exists,"1. Open Purchasing.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00276,SAP Ph-II,MM,Purchasing,Public Sector,Create -> Approve -> Post -> Report,Functional,Update Public Sector SAP Purchasing,SAP access provisioned and Public Sector test data exists,"1. Open Purchasing.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00277,SAP Ph-II,MM,Purchasing,Public Sector,Plan -> Execute -> Verify -> Close,Workflow,Route Public Sector SAP Purchasing,SAP access provisioned and Public Sector test data exists,"1. Open Purchasing.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00278,SAP Ph-II,MM,Purchasing,Public Sector,Request -> Process -> Approve -> Complete,Integration,Validate Public Sector SAP Purchasing,SAP access provisioned and Public Sector test data exists,"1. Open Purchasing.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00279,SAP Ph-II,MM,Purchasing,Public Sector,Master Data -> Transaction -> Settlement -> Analytics,Regression,Reject Public Sector SAP Purchasing,SAP access provisioned and Public Sector test data exists,"1. Open Purchasing.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00280,SAP Ph-II,MM,Purchasing,Public Sector,Order -> Delivery -> Billing -> Accounting,Regression,Create Public Sector SAP Purchasing,SAP access provisioned and Public Sector test data exists,"1. Open Purchasing.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00281,SAP Ph-II,MM,Inventory,Manufacturing,Create -> Approve -> Post -> Report,Integration,Reject Manufacturing SAP Inventory,SAP access provisioned and Manufacturing test data exists,"1. Open Inventory.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00282,SAP Ph-II,MM,Inventory,Manufacturing,Plan -> Execute -> Verify -> Close,Performance,Validate Manufacturing SAP Inventory,SAP access provisioned and Manufacturing test data exists,"1. Open Inventory.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00283,SAP Ph-II,MM,Inventory,Manufacturing,Request -> Process -> Approve -> Complete,Performance,Clone Manufacturing SAP Inventory,SAP access provisioned and Manufacturing test data exists,"1. Open Inventory.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00284,SAP Ph-II,MM,Inventory,Manufacturing,Master Data -> Transaction -> Settlement -> Analytics,Performance,Validate Manufacturing SAP Inventory,SAP access provisioned and Manufacturing test data exists,"1. Open Inventory.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00285,SAP Ph-II,MM,Inventory,Manufacturing,Order -> Delivery -> Billing -> Accounting,Workflow,Search Manufacturing SAP Inventory,SAP access provisioned and Manufacturing test data exists,"1. Open Inventory.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00286,SAP Ph-II,MM,Inventory,Retail,Create -> Approve -> Post -> Report,Regression,Escalate Retail SAP Inventory,SAP access provisioned and Retail test data exists,"1. Open Inventory.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00287,SAP Ph-II,MM,Inventory,Retail,Plan -> Execute -> Verify -> Close,Integration,Validate Retail SAP Inventory,SAP access provisioned and Retail test data exists,"1. Open Inventory.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00288,SAP Ph-II,MM,Inventory,Retail,Request -> Process -> Approve -> Complete,Functional,Route Retail SAP Inventory,SAP access provisioned and Retail test data exists,"1. Open Inventory.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00289,SAP Ph-II,MM,Inventory,Retail,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Route Retail SAP Inventory,SAP access provisioned and Retail test data exists,"1. Open Inventory.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00290,SAP Ph-II,MM,Inventory,Retail,Order -> Delivery -> Billing -> Accounting,UI,Create Retail SAP Inventory,SAP access provisioned and Retail test data exists,"1. Open Inventory.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00291,SAP Ph-II,MM,Inventory,Pharma,Create -> Approve -> Post -> Report,Performance,Approve Pharma SAP Inventory,SAP access provisioned and Pharma test data exists,"1. Open Inventory.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00292,SAP Ph-II,MM,Inventory,Pharma,Plan -> Execute -> Verify -> Close,Workflow,Update Pharma SAP Inventory,SAP access provisioned and Pharma test data exists,"1. Open Inventory.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00293,SAP Ph-II,MM,Inventory,Pharma,Request -> Process -> Approve -> Complete,Integration,Submit Pharma SAP Inventory,SAP access provisioned and Pharma test data exists,"1. Open Inventory.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00294,SAP Ph-II,MM,Inventory,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Performance,Approve Pharma SAP Inventory,SAP access provisioned and Pharma test data exists,"1. Open Inventory.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00295,SAP Ph-II,MM,Inventory,Pharma,Order -> Delivery -> Billing -> Accounting,Regression,Approve Pharma SAP Inventory,SAP access provisioned and Pharma test data exists,"1. Open Inventory.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00296,SAP Ph-II,MM,Inventory,Automotive,Create -> Approve -> Post -> Report,Regression,Validate Automotive SAP Inventory,SAP access provisioned and Automotive test data exists,"1. Open Inventory.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00297,SAP Ph-II,MM,Inventory,Automotive,Plan -> Execute -> Verify -> Close,Integration,Route Automotive SAP Inventory,SAP access provisioned and Automotive test data exists,"1. Open Inventory.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00298,SAP Ph-II,MM,Inventory,Automotive,Request -> Process -> Approve -> Complete,UI,Clone Automotive SAP Inventory,SAP access provisioned and Automotive test data exists,"1. Open Inventory.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00299,SAP Ph-II,MM,Inventory,Automotive,Master Data -> Transaction -> Settlement -> Analytics,UI,Escalate Automotive SAP Inventory,SAP access provisioned and Automotive test data exists,"1. Open Inventory.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00300,SAP Ph-II,MM,Inventory,Automotive,Order -> Delivery -> Billing -> Accounting,Integration,Approve Automotive SAP Inventory,SAP access provisioned and Automotive test data exists,"1. Open Inventory.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00301,SAP Ph-II,MM,Inventory,Banking,Create -> Approve -> Post -> Report,Security,Search Banking SAP Inventory,SAP access provisioned and Banking test data exists,"1. Open Inventory.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00302,SAP Ph-II,MM,Inventory,Banking,Plan -> Execute -> Verify -> Close,Workflow,Restore Banking SAP Inventory,SAP access provisioned and Banking test data exists,"1. Open Inventory.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00303,SAP Ph-II,MM,Inventory,Banking,Request -> Process -> Approve -> Complete,Regression,Update Banking SAP Inventory,SAP access provisioned and Banking test data exists,"1. Open Inventory.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00304,SAP Ph-II,MM,Inventory,Banking,Master Data -> Transaction -> Settlement -> Analytics,Performance,Edit Banking SAP Inventory,SAP access provisioned and Banking test data exists,"1. Open Inventory.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00305,SAP Ph-II,MM,Inventory,Banking,Order -> Delivery -> Billing -> Accounting,Regression,Search Banking SAP Inventory,SAP access provisioned and Banking test data exists,"1. Open Inventory.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00306,SAP Ph-II,MM,Inventory,Utilities,Create -> Approve -> Post -> Report,Security,Delete Utilities SAP Inventory,SAP access provisioned and Utilities test data exists,"1. Open Inventory.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00307,SAP Ph-II,MM,Inventory,Utilities,Plan -> Execute -> Verify -> Close,Regression,Create Utilities SAP Inventory,SAP access provisioned and Utilities test data exists,"1. Open Inventory.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00308,SAP Ph-II,MM,Inventory,Utilities,Request -> Process -> Approve -> Complete,Integration,Update Utilities SAP Inventory,SAP access provisioned and Utilities test data exists,"1. Open Inventory.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00309,SAP Ph-II,MM,Inventory,Utilities,Master Data -> Transaction -> Settlement -> Analytics,Functional,Archive Utilities SAP Inventory,SAP access provisioned and Utilities test data exists,"1. Open Inventory.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00310,SAP Ph-II,MM,Inventory,Utilities,Order -> Delivery -> Billing -> Accounting,Regression,Create Utilities SAP Inventory,SAP access provisioned and Utilities test data exists,"1. Open Inventory.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00311,SAP Ph-II,MM,Inventory,CPG,Create -> Approve -> Post -> Report,Workflow,Update CPG SAP Inventory,SAP access provisioned and CPG test data exists,"1. Open Inventory.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00312,SAP Ph-II,MM,Inventory,CPG,Plan -> Execute -> Verify -> Close,Security,Create CPG SAP Inventory,SAP access provisioned and CPG test data exists,"1. Open Inventory.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00313,SAP Ph-II,MM,Inventory,CPG,Request -> Process -> Approve -> Complete,Integration,Route CPG SAP Inventory,SAP access provisioned and CPG test data exists,"1. Open Inventory.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00314,SAP Ph-II,MM,Inventory,CPG,Master Data -> Transaction -> Settlement -> Analytics,Integration,Clone CPG SAP Inventory,SAP access provisioned and CPG test data exists,"1. Open Inventory.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00315,SAP Ph-II,MM,Inventory,CPG,Order -> Delivery -> Billing -> Accounting,Performance,Escalate CPG SAP Inventory,SAP access provisioned and CPG test data exists,"1. Open Inventory.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00316,SAP Ph-II,MM,Inventory,Public Sector,Create -> Approve -> Post -> Report,Regression,Approve Public Sector SAP Inventory,SAP access provisioned and Public Sector test data exists,"1. Open Inventory.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00317,SAP Ph-II,MM,Inventory,Public Sector,Plan -> Execute -> Verify -> Close,Functional,Submit Public Sector SAP Inventory,SAP access provisioned and Public Sector test data exists,"1. Open Inventory.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00318,SAP Ph-II,MM,Inventory,Public Sector,Request -> Process -> Approve -> Complete,Functional,Reject Public Sector SAP Inventory,SAP access provisioned and Public Sector test data exists,"1. Open Inventory.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00319,SAP Ph-II,MM,Inventory,Public Sector,Master Data -> Transaction -> Settlement -> Analytics,Security,Clone Public Sector SAP Inventory,SAP access provisioned and Public Sector test data exists,"1. Open Inventory.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00320,SAP Ph-II,MM,Inventory,Public Sector,Order -> Delivery -> Billing -> Accounting,Workflow,Create Public Sector SAP Inventory,SAP access provisioned and Public Sector test data exists,"1. Open Inventory.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-MM-00321,SAP Ph-II,MM,LIV,Manufacturing,Create -> Approve -> Post -> Report,Performance,Delete Manufacturing SAP LIV,SAP access provisioned and Manufacturing test data exists,"1. Open LIV.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
