Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-MED-00277,Veeva,Medical,MLR Review,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Security,Escalate Biotech Veeva MLR Review,User has Veeva access and Biotech data is available,"1. Open MLR Review.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00278,Veeva,Medical,MLR Review,Biotech,Author -> Review -> Sign -> Distribute -> Track,Security,Approve Biotech Veeva MLR Review,User has Veeva access and Biotech data is available,"1. Open MLR Review.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00279,Veeva,Medical,MLR Review,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Performance,Escalate Biotech Veeva MLR Review,User has Veeva access and Biotech data is available,"1. Open MLR Review.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00280,Veeva,Medical,MLR Review,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Create Biotech Veeva MLR Review,User has Veeva access and Biotech data is available,"1. Open MLR Review.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00281,Veeva,Medical,MLR Review,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Performance,Submit Medical Devices Veeva MLR Review,User has Veeva access and Medical Devices data is available,"1. Open MLR Review.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00282,Veeva,Medical,MLR Review,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,UI,Escalate Medical Devices Veeva MLR Review,User has Veeva access and Medical Devices data is available,"1. Open MLR Review.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00283,Veeva,Medical,MLR Review,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Performance,Submit Medical Devices Veeva MLR Review,User has Veeva access and Medical Devices data is available,"1. Open MLR Review.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00284,Veeva,Medical,MLR Review,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Restore Medical Devices Veeva MLR Review,User has Veeva access and Medical Devices data is available,"1. Open MLR Review.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00285,Veeva,Medical,MLR Review,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Regression,Archive Medical Devices Veeva MLR Review,User has Veeva access and Medical Devices data is available,"1. Open MLR Review.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00286,Veeva,Medical,MLR Review,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Functional,Validate Consumer Health Veeva MLR Review,User has Veeva access and Consumer Health data is available,"1. Open MLR Review.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00287,Veeva,Medical,MLR Review,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Regression,Escalate Consumer Health Veeva MLR Review,User has Veeva access and Consumer Health data is available,"1. Open MLR Review.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00288,Veeva,Medical,MLR Review,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Functional,Clone Consumer Health Veeva MLR Review,User has Veeva access and Consumer Health data is available,"1. Open MLR Review.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00289,Veeva,Medical,MLR Review,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Performance,Delete Consumer Health Veeva MLR Review,User has Veeva access and Consumer Health data is available,"1. Open MLR Review.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00290,Veeva,Medical,MLR Review,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Integration,Edit Consumer Health Veeva MLR Review,User has Veeva access and Consumer Health data is available,"1. Open MLR Review.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00291,Veeva,Medical,MLR Review,CRO,Setup -> Review -> Approve -> Publish -> Archive,Functional,Create CRO Veeva MLR Review,User has Veeva access and CRO data is available,"1. Open MLR Review.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00292,Veeva,Medical,MLR Review,CRO,Create -> Submit -> Approve -> Release -> Monitor,Integration,Update CRO Veeva MLR Review,User has Veeva access and CRO data is available,"1. Open MLR Review.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00293,Veeva,Medical,MLR Review,CRO,Author -> Review -> Sign -> Distribute -> Track,Performance,Update CRO Veeva MLR Review,User has Veeva access and CRO data is available,"1. Open MLR Review.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00294,Veeva,Medical,MLR Review,CRO,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Submit CRO Veeva MLR Review,User has Veeva access and CRO data is available,"1. Open MLR Review.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00295,Veeva,Medical,MLR Review,CRO,Content -> Approval -> HCP Delivery -> Analytics,Security,Create CRO Veeva MLR Review,User has Veeva access and CRO data is available,"1. Open MLR Review.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00296,Veeva,Medical,MLR Review,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Functional,Edit Manufacturing Veeva MLR Review,User has Veeva access and Manufacturing data is available,"1. Open MLR Review.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00297,Veeva,Medical,MLR Review,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Performance,Reject Manufacturing Veeva MLR Review,User has Veeva access and Manufacturing data is available,"1. Open MLR Review.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00298,Veeva,Medical,MLR Review,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Integration,Restore Manufacturing Veeva MLR Review,User has Veeva access and Manufacturing data is available,"1. Open MLR Review.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00299,Veeva,Medical,MLR Review,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Integration,Approve Manufacturing Veeva MLR Review,User has Veeva access and Manufacturing data is available,"1. Open MLR Review.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00300,Veeva,Medical,MLR Review,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Restore Manufacturing Veeva MLR Review,User has Veeva access and Manufacturing data is available,"1. Open MLR Review.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00301,Veeva,Medical,MedComms,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Archive Pharma Veeva MedComms,User has Veeva access and Pharma data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00302,Veeva,Medical,MedComms,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Approve Pharma Veeva MedComms,User has Veeva access and Pharma data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00303,Veeva,Medical,MedComms,Pharma,Author -> Review -> Sign -> Distribute -> Track,Integration,Restore Pharma Veeva MedComms,User has Veeva access and Pharma data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00304,Veeva,Medical,MedComms,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Clone Pharma Veeva MedComms,User has Veeva access and Pharma data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00305,Veeva,Medical,MedComms,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Functional,Edit Pharma Veeva MedComms,User has Veeva access and Pharma data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00306,Veeva,Medical,MedComms,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Regression,Update Biotech Veeva MedComms,User has Veeva access and Biotech data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00307,Veeva,Medical,MedComms,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Integration,Edit Biotech Veeva MedComms,User has Veeva access and Biotech data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00308,Veeva,Medical,MedComms,Biotech,Author -> Review -> Sign -> Distribute -> Track,Regression,Route Biotech Veeva MedComms,User has Veeva access and Biotech data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00309,Veeva,Medical,MedComms,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Approve Biotech Veeva MedComms,User has Veeva access and Biotech data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00310,Veeva,Medical,MedComms,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Performance,Delete Biotech Veeva MedComms,User has Veeva access and Biotech data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00311,Veeva,Medical,MedComms,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Integration,Escalate Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00312,Veeva,Medical,MedComms,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Validate Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00313,Veeva,Medical,MedComms,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Functional,Restore Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00314,Veeva,Medical,MedComms,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,UI,Escalate Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00315,Veeva,Medical,MedComms,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Clone Medical Devices Veeva MedComms,User has Veeva access and Medical Devices data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00316,Veeva,Medical,MedComms,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Performance,Escalate Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00317,Veeva,Medical,MedComms,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Submit Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00318,Veeva,Medical,MedComms,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Integration,Reject Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00319,Veeva,Medical,MedComms,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Data Migration,Clone Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00320,Veeva,Medical,MedComms,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,UI,Create Consumer Health Veeva MedComms,User has Veeva access and Consumer Health data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00321,Veeva,Medical,MedComms,CRO,Setup -> Review -> Approve -> Publish -> Archive,UI,Validate CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00322,Veeva,Medical,MedComms,CRO,Create -> Submit -> Approve -> Release -> Monitor,Security,Create CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00323,Veeva,Medical,MedComms,CRO,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Clone CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00324,Veeva,Medical,MedComms,CRO,Plan -> Execute -> Verify -> Close -> Audit,Regression,Clone CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00325,Veeva,Medical,MedComms,CRO,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Approve CRO Veeva MedComms,User has Veeva access and CRO data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00326,Veeva,Medical,MedComms,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Regression,Reject Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00327,Veeva,Medical,MedComms,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Update Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00328,Veeva,Medical,MedComms,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Security,Submit Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00329,Veeva,Medical,MedComms,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Security,Submit Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00330,Veeva,Medical,MedComms,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Functional,Validate Manufacturing Veeva MedComms,User has Veeva access and Manufacturing data is available,"1. Open MedComms.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00331,Veeva,Medical,Medical Info,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Performance,Submit Pharma Veeva Medical Info,User has Veeva access and Pharma data is available,"1. Open Medical Info.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-MED-00332,Veeva,Medical,Medical Info,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Integration,Escalate Pharma Veeva Medical Info,User has Veeva access and Pharma data is available,"1. Open Medical Info.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
