Test Case ID,Platform,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
DYN-SAL-00105,Dynamics365,sales,Contacts,Finance,Create -> Approve -> Post -> Report,Accessibility,Edit Finance Dynamics365 Contacts,User has Dynamics365 access and Finance data exists,"1. Open Contacts.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00106,Dynamics365,sales,Contacts,Finance,Submit -> Validate -> Approve -> Complete,Functional,Route Finance Dynamics365 Contacts,User has Dynamics365 access and Finance data exists,"1. Open Contacts.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00107,Dynamics365,sales,Contacts,Finance,Draft -> Review -> Publish -> Archive,Integration,Archive Finance Dynamics365 Contacts,User has Dynamics365 access and Finance data exists,"1. Open Contacts.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00108,Dynamics365,sales,Contacts,Finance,Configure -> Execute -> Verify -> Close,Accessibility,Create Finance Dynamics365 Contacts,User has Dynamics365 access and Finance data exists,"1. Open Contacts.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00109,Dynamics365,sales,Contacts,Technology,Create -> Approve -> Post -> Report,UI,Delete Technology Dynamics365 Contacts,User has Dynamics365 access and Technology data exists,"1. Open Contacts.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00110,Dynamics365,sales,Contacts,Technology,Submit -> Validate -> Approve -> Complete,Security,Edit Technology Dynamics365 Contacts,User has Dynamics365 access and Technology data exists,"1. Open Contacts.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00111,Dynamics365,sales,Contacts,Technology,Draft -> Review -> Publish -> Archive,Workflow,Delete Technology Dynamics365 Contacts,User has Dynamics365 access and Technology data exists,"1. Open Contacts.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00112,Dynamics365,sales,Contacts,Technology,Configure -> Execute -> Verify -> Close,Integration,Route Technology Dynamics365 Contacts,User has Dynamics365 access and Technology data exists,"1. Open Contacts.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00113,Dynamics365,sales,Quotes,Retail,Create -> Approve -> Post -> Report,Security,Create Retail Dynamics365 Quotes,User has Dynamics365 access and Retail data exists,"1. Open Quotes.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00114,Dynamics365,sales,Quotes,Retail,Submit -> Validate -> Approve -> Complete,Regression,Submit Retail Dynamics365 Quotes,User has Dynamics365 access and Retail data exists,"1. Open Quotes.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00115,Dynamics365,sales,Quotes,Retail,Draft -> Review -> Publish -> Archive,UI,Edit Retail Dynamics365 Quotes,User has Dynamics365 access and Retail data exists,"1. Open Quotes.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00116,Dynamics365,sales,Quotes,Retail,Configure -> Execute -> Verify -> Close,Accessibility,Route Retail Dynamics365 Quotes,User has Dynamics365 access and Retail data exists,"1. Open Quotes.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00117,Dynamics365,sales,Quotes,Manufacturing,Create -> Approve -> Post -> Report,Functional,Reject Manufacturing Dynamics365 Quotes,User has Dynamics365 access and Manufacturing data exists,"1. Open Quotes.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00118,Dynamics365,sales,Quotes,Manufacturing,Submit -> Validate -> Approve -> Complete,Accessibility,Route Manufacturing Dynamics365 Quotes,User has Dynamics365 access and Manufacturing data exists,"1. Open Quotes.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00119,Dynamics365,sales,Quotes,Manufacturing,Draft -> Review -> Publish -> Archive,Integration,Submit Manufacturing Dynamics365 Quotes,User has Dynamics365 access and Manufacturing data exists,"1. Open Quotes.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00120,Dynamics365,sales,Quotes,Manufacturing,Configure -> Execute -> Verify -> Close,Integration,Escalate Manufacturing Dynamics365 Quotes,User has Dynamics365 access and Manufacturing data exists,"1. Open Quotes.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00121,Dynamics365,sales,Quotes,Healthcare,Create -> Approve -> Post -> Report,Accessibility,Delete Healthcare Dynamics365 Quotes,User has Dynamics365 access and Healthcare data exists,"1. Open Quotes.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00122,Dynamics365,sales,Quotes,Healthcare,Submit -> Validate -> Approve -> Complete,Integration,Reject Healthcare Dynamics365 Quotes,User has Dynamics365 access and Healthcare data exists,"1. Open Quotes.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00123,Dynamics365,sales,Quotes,Healthcare,Draft -> Review -> Publish -> Archive,Integration,Route Healthcare Dynamics365 Quotes,User has Dynamics365 access and Healthcare data exists,"1. Open Quotes.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00124,Dynamics365,sales,Quotes,Healthcare,Configure -> Execute -> Verify -> Close,Integration,Create Healthcare Dynamics365 Quotes,User has Dynamics365 access and Healthcare data exists,"1. Open Quotes.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00125,Dynamics365,sales,Quotes,Professional Services,Create -> Approve -> Post -> Report,Accessibility,Approve Professional Services Dynamics365 Quotes,User has Dynamics365 access and Professional Services data exists,"1. Open Quotes.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00126,Dynamics365,sales,Quotes,Professional Services,Submit -> Validate -> Approve -> Complete,Workflow,Delete Professional Services Dynamics365 Quotes,User has Dynamics365 access and Professional Services data exists,"1. Open Quotes.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00127,Dynamics365,sales,Quotes,Professional Services,Draft -> Review -> Publish -> Archive,Integration,Reject Professional Services Dynamics365 Quotes,User has Dynamics365 access and Professional Services data exists,"1. Open Quotes.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00128,Dynamics365,sales,Quotes,Professional Services,Configure -> Execute -> Verify -> Close,Performance,Reject Professional Services Dynamics365 Quotes,User has Dynamics365 access and Professional Services data exists,"1. Open Quotes.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00129,Dynamics365,sales,Quotes,Public Sector,Create -> Approve -> Post -> Report,Performance,Reject Public Sector Dynamics365 Quotes,User has Dynamics365 access and Public Sector data exists,"1. Open Quotes.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00130,Dynamics365,sales,Quotes,Public Sector,Submit -> Validate -> Approve -> Complete,Functional,Restore Public Sector Dynamics365 Quotes,User has Dynamics365 access and Public Sector data exists,"1. Open Quotes.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00131,Dynamics365,sales,Quotes,Public Sector,Draft -> Review -> Publish -> Archive,Accessibility,Delete Public Sector Dynamics365 Quotes,User has Dynamics365 access and Public Sector data exists,"1. Open Quotes.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00132,Dynamics365,sales,Quotes,Public Sector,Configure -> Execute -> Verify -> Close,Performance,Restore Public Sector Dynamics365 Quotes,User has Dynamics365 access and Public Sector data exists,"1. Open Quotes.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00133,Dynamics365,sales,Quotes,Finance,Create -> Approve -> Post -> Report,Security,Archive Finance Dynamics365 Quotes,User has Dynamics365 access and Finance data exists,"1. Open Quotes.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00134,Dynamics365,sales,Quotes,Finance,Submit -> Validate -> Approve -> Complete,Security,Clone Finance Dynamics365 Quotes,User has Dynamics365 access and Finance data exists,"1. Open Quotes.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00135,Dynamics365,sales,Quotes,Finance,Draft -> Review -> Publish -> Archive,Functional,Validate Finance Dynamics365 Quotes,User has Dynamics365 access and Finance data exists,"1. Open Quotes.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00136,Dynamics365,sales,Quotes,Finance,Configure -> Execute -> Verify -> Close,Performance,Clone Finance Dynamics365 Quotes,User has Dynamics365 access and Finance data exists,"1. Open Quotes.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00137,Dynamics365,sales,Quotes,Technology,Create -> Approve -> Post -> Report,UI,Update Technology Dynamics365 Quotes,User has Dynamics365 access and Technology data exists,"1. Open Quotes.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00138,Dynamics365,sales,Quotes,Technology,Submit -> Validate -> Approve -> Complete,UI,Clone Technology Dynamics365 Quotes,User has Dynamics365 access and Technology data exists,"1. Open Quotes.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00139,Dynamics365,sales,Quotes,Technology,Draft -> Review -> Publish -> Archive,UI,Create Technology Dynamics365 Quotes,User has Dynamics365 access and Technology data exists,"1. Open Quotes.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00140,Dynamics365,sales,Quotes,Technology,Configure -> Execute -> Verify -> Close,UI,Search Technology Dynamics365 Quotes,User has Dynamics365 access and Technology data exists,"1. Open Quotes.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00141,Dynamics365,sales,Orders,Retail,Create -> Approve -> Post -> Report,Functional,Approve Retail Dynamics365 Orders,User has Dynamics365 access and Retail data exists,"1. Open Orders.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00142,Dynamics365,sales,Orders,Retail,Submit -> Validate -> Approve -> Complete,Security,Edit Retail Dynamics365 Orders,User has Dynamics365 access and Retail data exists,"1. Open Orders.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00143,Dynamics365,sales,Orders,Retail,Draft -> Review -> Publish -> Archive,Regression,Archive Retail Dynamics365 Orders,User has Dynamics365 access and Retail data exists,"1. Open Orders.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00144,Dynamics365,sales,Orders,Retail,Configure -> Execute -> Verify -> Close,UI,Clone Retail Dynamics365 Orders,User has Dynamics365 access and Retail data exists,"1. Open Orders.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00145,Dynamics365,sales,Orders,Manufacturing,Create -> Approve -> Post -> Report,Workflow,Validate Manufacturing Dynamics365 Orders,User has Dynamics365 access and Manufacturing data exists,"1. Open Orders.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00146,Dynamics365,sales,Orders,Manufacturing,Submit -> Validate -> Approve -> Complete,Performance,Restore Manufacturing Dynamics365 Orders,User has Dynamics365 access and Manufacturing data exists,"1. Open Orders.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Low,Workflow,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00147,Dynamics365,sales,Orders,Manufacturing,Draft -> Review -> Publish -> Archive,Accessibility,Validate Manufacturing Dynamics365 Orders,User has Dynamics365 access and Manufacturing data exists,"1. Open Orders.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00148,Dynamics365,sales,Orders,Manufacturing,Configure -> Execute -> Verify -> Close,Security,Delete Manufacturing Dynamics365 Orders,User has Dynamics365 access and Manufacturing data exists,"1. Open Orders.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00149,Dynamics365,sales,Orders,Healthcare,Create -> Approve -> Post -> Report,Regression,Clone Healthcare Dynamics365 Orders,User has Dynamics365 access and Healthcare data exists,"1. Open Orders.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00150,Dynamics365,sales,Orders,Healthcare,Submit -> Validate -> Approve -> Complete,UI,Restore Healthcare Dynamics365 Orders,User has Dynamics365 access and Healthcare data exists,"1. Open Orders.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00151,Dynamics365,sales,Orders,Healthcare,Draft -> Review -> Publish -> Archive,Functional,Edit Healthcare Dynamics365 Orders,User has Dynamics365 access and Healthcare data exists,"1. Open Orders.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,UI,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00152,Dynamics365,sales,Orders,Healthcare,Configure -> Execute -> Verify -> Close,Workflow,Submit Healthcare Dynamics365 Orders,User has Dynamics365 access and Healthcare data exists,"1. Open Orders.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00153,Dynamics365,sales,Orders,Professional Services,Create -> Approve -> Post -> Report,Integration,Archive Professional Services Dynamics365 Orders,User has Dynamics365 access and Professional Services data exists,"1. Open Orders.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00154,Dynamics365,sales,Orders,Professional Services,Submit -> Validate -> Approve -> Complete,Performance,Search Professional Services Dynamics365 Orders,User has Dynamics365 access and Professional Services data exists,"1. Open Orders.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Performance,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00155,Dynamics365,sales,Orders,Professional Services,Draft -> Review -> Publish -> Archive,Regression,Reject Professional Services Dynamics365 Orders,User has Dynamics365 access and Professional Services data exists,"1. Open Orders.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Low,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00156,Dynamics365,sales,Orders,Professional Services,Configure -> Execute -> Verify -> Close,Regression,Archive Professional Services Dynamics365 Orders,User has Dynamics365 access and Professional Services data exists,"1. Open Orders.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",High,Accessibility,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00157,Dynamics365,sales,Orders,Public Sector,Create -> Approve -> Post -> Report,Regression,Delete Public Sector Dynamics365 Orders,User has Dynamics365 access and Public Sector data exists,"1. Open Orders.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00158,Dynamics365,sales,Orders,Public Sector,Submit -> Validate -> Approve -> Complete,Security,Clone Public Sector Dynamics365 Orders,User has Dynamics365 access and Public Sector data exists,"1. Open Orders.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",High,Functional,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00159,Dynamics365,sales,Orders,Public Sector,Draft -> Review -> Publish -> Archive,Integration,Submit Public Sector Dynamics365 Orders,User has Dynamics365 access and Public Sector data exists,"1. Open Orders.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",Medium,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00160,Dynamics365,sales,Orders,Public Sector,Configure -> Execute -> Verify -> Close,Workflow,Validate Public Sector Dynamics365 Orders,User has Dynamics365 access and Public Sector data exists,"1. Open Orders.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Low,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00161,Dynamics365,sales,Orders,Finance,Create -> Approve -> Post -> Report,Integration,Archive Finance Dynamics365 Orders,User has Dynamics365 access and Finance data exists,"1. Open Orders.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate end-to-end outcome.","Create -> Approve -> Post -> Report completes with correct status, audit trail, and reporting",High,Security,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00162,Dynamics365,sales,Orders,Finance,Submit -> Validate -> Approve -> Complete,Accessibility,Approve Finance Dynamics365 Orders,User has Dynamics365 access and Finance data exists,"1. Open Orders.
2. Execute: Submit -> Validate -> Approve -> Complete.
3. Validate end-to-end outcome.","Submit -> Validate -> Approve -> Complete completes with correct status, audit trail, and reporting",Medium,Regression,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00163,Dynamics365,sales,Orders,Finance,Draft -> Review -> Publish -> Archive,Functional,Create Finance Dynamics365 Orders,User has Dynamics365 access and Finance data exists,"1. Open Orders.
2. Execute: Draft -> Review -> Publish -> Archive.
3. Validate end-to-end outcome.","Draft -> Review -> Publish -> Archive completes with correct status, audit trail, and reporting",High,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
DYN-SAL-00164,Dynamics365,sales,Orders,Finance,Configure -> Execute -> Verify -> Close,Integration,Validate Finance Dynamics365 Orders,User has Dynamics365 access and Finance data exists,"1. Open Orders.
2. Execute: Configure -> Execute -> Verify -> Close.
3. Validate end-to-end outcome.","Configure -> Execute -> Verify -> Close completes with correct status, audit trail, and reporting",Medium,Integration,"{""record"": ""Sample"", ""status"": ""Draft"", ""owner"": ""QA"", ""region"": ""US""}"
