Test Case ID,Suite,Function,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SAP-PM-00212,SAP Ph-II,PM,Notification,Pharma,Plan -> Execute -> Verify -> Close,UI,Submit Pharma SAP Notification,SAP access provisioned and Pharma test data exists,"1. Open Notification.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00213,SAP Ph-II,PM,Notification,Pharma,Request -> Process -> Approve -> Complete,Workflow,Route Pharma SAP Notification,SAP access provisioned and Pharma test data exists,"1. Open Notification.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00214,SAP Ph-II,PM,Notification,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Workflow,Restore Pharma SAP Notification,SAP access provisioned and Pharma test data exists,"1. Open Notification.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00215,SAP Ph-II,PM,Notification,Pharma,Order -> Delivery -> Billing -> Accounting,Performance,Validate Pharma SAP Notification,SAP access provisioned and Pharma test data exists,"1. Open Notification.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00216,SAP Ph-II,PM,Notification,Automotive,Create -> Approve -> Post -> Report,Functional,Update Automotive SAP Notification,SAP access provisioned and Automotive test data exists,"1. Open Notification.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00217,SAP Ph-II,PM,Notification,Automotive,Plan -> Execute -> Verify -> Close,Performance,Search Automotive SAP Notification,SAP access provisioned and Automotive test data exists,"1. Open Notification.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00218,SAP Ph-II,PM,Notification,Automotive,Request -> Process -> Approve -> Complete,Functional,Search Automotive SAP Notification,SAP access provisioned and Automotive test data exists,"1. Open Notification.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00219,SAP Ph-II,PM,Notification,Automotive,Master Data -> Transaction -> Settlement -> Analytics,UI,Update Automotive SAP Notification,SAP access provisioned and Automotive test data exists,"1. Open Notification.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00220,SAP Ph-II,PM,Notification,Automotive,Order -> Delivery -> Billing -> Accounting,Workflow,Submit Automotive SAP Notification,SAP access provisioned and Automotive test data exists,"1. Open Notification.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00221,SAP Ph-II,PM,Notification,Banking,Create -> Approve -> Post -> Report,Functional,Clone Banking SAP Notification,SAP access provisioned and Banking test data exists,"1. Open Notification.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00222,SAP Ph-II,PM,Notification,Banking,Plan -> Execute -> Verify -> Close,Performance,Submit Banking SAP Notification,SAP access provisioned and Banking test data exists,"1. Open Notification.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00223,SAP Ph-II,PM,Notification,Banking,Request -> Process -> Approve -> Complete,Integration,Restore Banking SAP Notification,SAP access provisioned and Banking test data exists,"1. Open Notification.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00224,SAP Ph-II,PM,Notification,Banking,Master Data -> Transaction -> Settlement -> Analytics,Functional,Submit Banking SAP Notification,SAP access provisioned and Banking test data exists,"1. Open Notification.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00225,SAP Ph-II,PM,Notification,Banking,Order -> Delivery -> Billing -> Accounting,Regression,Submit Banking SAP Notification,SAP access provisioned and Banking test data exists,"1. Open Notification.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00226,SAP Ph-II,PM,Notification,Utilities,Create -> Approve -> Post -> Report,Integration,Validate Utilities SAP Notification,SAP access provisioned and Utilities test data exists,"1. Open Notification.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00227,SAP Ph-II,PM,Notification,Utilities,Plan -> Execute -> Verify -> Close,Security,Update Utilities SAP Notification,SAP access provisioned and Utilities test data exists,"1. Open Notification.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00228,SAP Ph-II,PM,Notification,Utilities,Request -> Process -> Approve -> Complete,Performance,Clone Utilities SAP Notification,SAP access provisioned and Utilities test data exists,"1. Open Notification.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00229,SAP Ph-II,PM,Notification,Utilities,Master Data -> Transaction -> Settlement -> Analytics,Functional,Escalate Utilities SAP Notification,SAP access provisioned and Utilities test data exists,"1. Open Notification.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00230,SAP Ph-II,PM,Notification,Utilities,Order -> Delivery -> Billing -> Accounting,Performance,Archive Utilities SAP Notification,SAP access provisioned and Utilities test data exists,"1. Open Notification.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00231,SAP Ph-II,PM,Notification,CPG,Create -> Approve -> Post -> Report,Functional,Route CPG SAP Notification,SAP access provisioned and CPG test data exists,"1. Open Notification.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00232,SAP Ph-II,PM,Notification,CPG,Plan -> Execute -> Verify -> Close,Security,Create CPG SAP Notification,SAP access provisioned and CPG test data exists,"1. Open Notification.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00233,SAP Ph-II,PM,Notification,CPG,Request -> Process -> Approve -> Complete,Workflow,Validate CPG SAP Notification,SAP access provisioned and CPG test data exists,"1. Open Notification.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00234,SAP Ph-II,PM,Notification,CPG,Master Data -> Transaction -> Settlement -> Analytics,Performance,Delete CPG SAP Notification,SAP access provisioned and CPG test data exists,"1. Open Notification.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00235,SAP Ph-II,PM,Notification,CPG,Order -> Delivery -> Billing -> Accounting,Workflow,Approve CPG SAP Notification,SAP access provisioned and CPG test data exists,"1. Open Notification.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00236,SAP Ph-II,PM,Notification,Public Sector,Create -> Approve -> Post -> Report,UI,Reject Public Sector SAP Notification,SAP access provisioned and Public Sector test data exists,"1. Open Notification.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00237,SAP Ph-II,PM,Notification,Public Sector,Plan -> Execute -> Verify -> Close,Workflow,Search Public Sector SAP Notification,SAP access provisioned and Public Sector test data exists,"1. Open Notification.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00238,SAP Ph-II,PM,Notification,Public Sector,Request -> Process -> Approve -> Complete,Regression,Approve Public Sector SAP Notification,SAP access provisioned and Public Sector test data exists,"1. Open Notification.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00239,SAP Ph-II,PM,Notification,Public Sector,Master Data -> Transaction -> Settlement -> Analytics,Functional,Archive Public Sector SAP Notification,SAP access provisioned and Public Sector test data exists,"1. Open Notification.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00240,SAP Ph-II,PM,Notification,Public Sector,Order -> Delivery -> Billing -> Accounting,Regression,Search Public Sector SAP Notification,SAP access provisioned and Public Sector test data exists,"1. Open Notification.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00241,SAP Ph-II,PM,Preventive Maintenance,Manufacturing,Create -> Approve -> Post -> Report,Functional,Update Manufacturing SAP Preventive Maintenance,SAP access provisioned and Manufacturing test data exists,"1. Open Preventive Maintenance.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00242,SAP Ph-II,PM,Preventive Maintenance,Manufacturing,Plan -> Execute -> Verify -> Close,UI,Validate Manufacturing SAP Preventive Maintenance,SAP access provisioned and Manufacturing test data exists,"1. Open Preventive Maintenance.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00243,SAP Ph-II,PM,Preventive Maintenance,Manufacturing,Request -> Process -> Approve -> Complete,Integration,Reject Manufacturing SAP Preventive Maintenance,SAP access provisioned and Manufacturing test data exists,"1. Open Preventive Maintenance.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00244,SAP Ph-II,PM,Preventive Maintenance,Manufacturing,Master Data -> Transaction -> Settlement -> Analytics,Integration,Archive Manufacturing SAP Preventive Maintenance,SAP access provisioned and Manufacturing test data exists,"1. Open Preventive Maintenance.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00245,SAP Ph-II,PM,Preventive Maintenance,Manufacturing,Order -> Delivery -> Billing -> Accounting,Performance,Approve Manufacturing SAP Preventive Maintenance,SAP access provisioned and Manufacturing test data exists,"1. Open Preventive Maintenance.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00246,SAP Ph-II,PM,Preventive Maintenance,Retail,Create -> Approve -> Post -> Report,Functional,Restore Retail SAP Preventive Maintenance,SAP access provisioned and Retail test data exists,"1. Open Preventive Maintenance.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00247,SAP Ph-II,PM,Preventive Maintenance,Retail,Plan -> Execute -> Verify -> Close,Functional,Submit Retail SAP Preventive Maintenance,SAP access provisioned and Retail test data exists,"1. Open Preventive Maintenance.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00248,SAP Ph-II,PM,Preventive Maintenance,Retail,Request -> Process -> Approve -> Complete,Regression,Restore Retail SAP Preventive Maintenance,SAP access provisioned and Retail test data exists,"1. Open Preventive Maintenance.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00249,SAP Ph-II,PM,Preventive Maintenance,Retail,Master Data -> Transaction -> Settlement -> Analytics,Regression,Route Retail SAP Preventive Maintenance,SAP access provisioned and Retail test data exists,"1. Open Preventive Maintenance.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00250,SAP Ph-II,PM,Preventive Maintenance,Retail,Order -> Delivery -> Billing -> Accounting,Integration,Clone Retail SAP Preventive Maintenance,SAP access provisioned and Retail test data exists,"1. Open Preventive Maintenance.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00251,SAP Ph-II,PM,Preventive Maintenance,Pharma,Create -> Approve -> Post -> Report,Performance,Edit Pharma SAP Preventive Maintenance,SAP access provisioned and Pharma test data exists,"1. Open Preventive Maintenance.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00252,SAP Ph-II,PM,Preventive Maintenance,Pharma,Plan -> Execute -> Verify -> Close,Integration,Validate Pharma SAP Preventive Maintenance,SAP access provisioned and Pharma test data exists,"1. Open Preventive Maintenance.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Security,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00253,SAP Ph-II,PM,Preventive Maintenance,Pharma,Request -> Process -> Approve -> Complete,Workflow,Restore Pharma SAP Preventive Maintenance,SAP access provisioned and Pharma test data exists,"1. Open Preventive Maintenance.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00254,SAP Ph-II,PM,Preventive Maintenance,Pharma,Master Data -> Transaction -> Settlement -> Analytics,Integration,Create Pharma SAP Preventive Maintenance,SAP access provisioned and Pharma test data exists,"1. Open Preventive Maintenance.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,High,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00255,SAP Ph-II,PM,Preventive Maintenance,Pharma,Order -> Delivery -> Billing -> Accounting,Functional,Reject Pharma SAP Preventive Maintenance,SAP access provisioned and Pharma test data exists,"1. Open Preventive Maintenance.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00256,SAP Ph-II,PM,Preventive Maintenance,Automotive,Create -> Approve -> Post -> Report,Integration,Reject Automotive SAP Preventive Maintenance,SAP access provisioned and Automotive test data exists,"1. Open Preventive Maintenance.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00257,SAP Ph-II,PM,Preventive Maintenance,Automotive,Plan -> Execute -> Verify -> Close,Workflow,Reject Automotive SAP Preventive Maintenance,SAP access provisioned and Automotive test data exists,"1. Open Preventive Maintenance.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,UI,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00258,SAP Ph-II,PM,Preventive Maintenance,Automotive,Request -> Process -> Approve -> Complete,Integration,Validate Automotive SAP Preventive Maintenance,SAP access provisioned and Automotive test data exists,"1. Open Preventive Maintenance.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,Medium,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00259,SAP Ph-II,PM,Preventive Maintenance,Automotive,Master Data -> Transaction -> Settlement -> Analytics,Regression,Archive Automotive SAP Preventive Maintenance,SAP access provisioned and Automotive test data exists,"1. Open Preventive Maintenance.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00260,SAP Ph-II,PM,Preventive Maintenance,Automotive,Order -> Delivery -> Billing -> Accounting,Functional,Clone Automotive SAP Preventive Maintenance,SAP access provisioned and Automotive test data exists,"1. Open Preventive Maintenance.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00261,SAP Ph-II,PM,Preventive Maintenance,Banking,Create -> Approve -> Post -> Report,UI,Escalate Banking SAP Preventive Maintenance,SAP access provisioned and Banking test data exists,"1. Open Preventive Maintenance.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,High,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00262,SAP Ph-II,PM,Preventive Maintenance,Banking,Plan -> Execute -> Verify -> Close,Regression,Edit Banking SAP Preventive Maintenance,SAP access provisioned and Banking test data exists,"1. Open Preventive Maintenance.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Low,Integration,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00263,SAP Ph-II,PM,Preventive Maintenance,Banking,Request -> Process -> Approve -> Complete,Integration,Route Banking SAP Preventive Maintenance,SAP access provisioned and Banking test data exists,"1. Open Preventive Maintenance.
2. Execute: Request -> Process -> Approve -> Complete.
3. Validate posting, output, and audit trail.",Request -> Process -> Approve -> Complete completes with accounting/logistics integrity and reporting,High,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00264,SAP Ph-II,PM,Preventive Maintenance,Banking,Master Data -> Transaction -> Settlement -> Analytics,Performance,Create Banking SAP Preventive Maintenance,SAP access provisioned and Banking test data exists,"1. Open Preventive Maintenance.
2. Execute: Master Data -> Transaction -> Settlement -> Analytics.
3. Validate posting, output, and audit trail.",Master Data -> Transaction -> Settlement -> Analytics completes with accounting/logistics integrity and reporting,Low,Regression,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00265,SAP Ph-II,PM,Preventive Maintenance,Banking,Order -> Delivery -> Billing -> Accounting,Functional,Route Banking SAP Preventive Maintenance,SAP access provisioned and Banking test data exists,"1. Open Preventive Maintenance.
2. Execute: Order -> Delivery -> Billing -> Accounting.
3. Validate posting, output, and audit trail.",Order -> Delivery -> Billing -> Accounting completes with accounting/logistics integrity and reporting,Medium,Workflow,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00266,SAP Ph-II,PM,Preventive Maintenance,Utilities,Create -> Approve -> Post -> Report,Functional,Restore Utilities SAP Preventive Maintenance,SAP access provisioned and Utilities test data exists,"1. Open Preventive Maintenance.
2. Execute: Create -> Approve -> Post -> Report.
3. Validate posting, output, and audit trail.",Create -> Approve -> Post -> Report completes with accounting/logistics integrity and reporting,Medium,Functional,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
SAP-PM-00267,SAP Ph-II,PM,Preventive Maintenance,Utilities,Plan -> Execute -> Verify -> Close,UI,Validate Utilities SAP Preventive Maintenance,SAP access provisioned and Utilities test data exists,"1. Open Preventive Maintenance.
2. Execute: Plan -> Execute -> Verify -> Close.
3. Validate posting, output, and audit trail.",Plan -> Execute -> Verify -> Close completes with accounting/logistics integrity and reporting,Medium,Performance,"{""company_code"": ""1000"", ""plant"": ""PL01"", ""sales_org"": ""SO01"", ""purch_org"": ""PO01""}"
