Test Case ID,Cloud,Module,Domain,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-HC-00649,Health,Person Account,Payer,HIPAA Compliance,Share Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Share action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Share Payer Health Person Account completes successfully with audit trail and data validation,Low,HIPAA Compliance
SF-HC-00650,Health,Person Account,Payer,HIPAA Compliance,Approve Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Approve action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Approve Payer Health Person Account completes successfully with audit trail and data validation,Low,HIPAA Compliance
SF-HC-00651,Health,Person Account,Payer,HIPAA Compliance,Sync Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Sync action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Sync Payer Health Person Account completes successfully with audit trail and data validation,Medium,HIPAA Compliance
SF-HC-00652,Health,Person Account,Payer,HIPAA Compliance,Submit Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Submit action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Submit Payer Health Person Account completes successfully with audit trail and data validation,Low,HIPAA Compliance
SF-HC-00653,Health,Person Account,Payer,Care Workflow,Export Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Export action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Export Payer Health Person Account completes successfully with audit trail and data validation,Medium,Care Workflow
SF-HC-00654,Health,Person Account,Payer,Care Workflow,Create Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Create action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Create Payer Health Person Account completes successfully with audit trail and data validation,Medium,Care Workflow
SF-HC-00655,Health,Person Account,Payer,Care Workflow,Search Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Search action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Search Payer Health Person Account completes successfully with audit trail and data validation,Medium,Care Workflow
SF-HC-00656,Health,Person Account,Payer,Care Workflow,Archive Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Archive action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Archive Payer Health Person Account completes successfully with audit trail and data validation,High,Care Workflow
SF-HC-00657,Health,Person Account,Payer,Consent Validation,Clone Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Clone action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Payer Health Person Account completes successfully with audit trail and data validation,Low,Consent Validation
SF-HC-00658,Health,Person Account,Payer,Consent Validation,Bulk Edit Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Bulk Edit action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Bulk Edit Payer Health Person Account completes successfully with audit trail and data validation,High,Consent Validation
SF-HC-00659,Health,Person Account,Payer,Consent Validation,Delete Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Delete action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Delete Payer Health Person Account completes successfully with audit trail and data validation,Medium,Consent Validation
SF-HC-00660,Health,Person Account,Payer,Consent Validation,Reject Payer Health Person Account,User has Health Cloud access and Payer data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Reject action on Payer record.\n3. Save and verify FHIR/HIPAA compliance.,Reject Payer Health Person Account completes successfully with audit trail and data validation,Medium,Consent Validation
SF-HC-00661,Health,Person Account,Provider,Functional,Schedule Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Schedule action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Provider Health Person Account completes successfully with audit trail and data validation,High,Functional
SF-HC-00662,Health,Person Account,Provider,Functional,View Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform View action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,View Provider Health Person Account completes successfully with audit trail and data validation,Low,Functional
SF-HC-00663,Health,Person Account,Provider,Functional,Search Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Search action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Search Provider Health Person Account completes successfully with audit trail and data validation,Low,Functional
SF-HC-00664,Health,Person Account,Provider,Functional,Clone Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Clone action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Provider Health Person Account completes successfully with audit trail and data validation,Medium,Functional
SF-HC-00665,Health,Person Account,Provider,Regression,Export Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Export action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Export Provider Health Person Account completes successfully with audit trail and data validation,Low,Regression
SF-HC-00666,Health,Person Account,Provider,Regression,Share Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Share action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Share Provider Health Person Account completes successfully with audit trail and data validation,Low,Regression
SF-HC-00667,Health,Person Account,Provider,Regression,Bulk Edit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Bulk Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Bulk Edit Provider Health Person Account completes successfully with audit trail and data validation,High,Regression
SF-HC-00668,Health,Person Account,Provider,Regression,Delete Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Delete action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Delete Provider Health Person Account completes successfully with audit trail and data validation,High,Regression
SF-HC-00669,Health,Person Account,Provider,UI,Restore Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Restore action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Restore Provider Health Person Account completes successfully with audit trail and data validation,Medium,UI
SF-HC-00670,Health,Person Account,Provider,UI,Edit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Edit Provider Health Person Account completes successfully with audit trail and data validation,Low,UI
SF-HC-00671,Health,Person Account,Provider,UI,Archive Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Archive action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Archive Provider Health Person Account completes successfully with audit trail and data validation,Medium,UI
SF-HC-00672,Health,Person Account,Provider,UI,View Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform View action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,View Provider Health Person Account completes successfully with audit trail and data validation,Medium,UI
SF-HC-00673,Health,Person Account,Provider,Integration,Search Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Search action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Search Provider Health Person Account completes successfully with audit trail and data validation,High,Integration
SF-HC-00674,Health,Person Account,Provider,Integration,Restore Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Restore action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Restore Provider Health Person Account completes successfully with audit trail and data validation,Low,Integration
SF-HC-00675,Health,Person Account,Provider,Integration,Edit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Edit Provider Health Person Account completes successfully with audit trail and data validation,Medium,Integration
SF-HC-00676,Health,Person Account,Provider,Integration,Create Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Create action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Create Provider Health Person Account completes successfully with audit trail and data validation,High,Integration
SF-HC-00677,Health,Person Account,Provider,Security,Delete Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Delete action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Delete Provider Health Person Account completes successfully with audit trail and data validation,High,Security
SF-HC-00678,Health,Person Account,Provider,Security,Close Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Close action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Close Provider Health Person Account completes successfully with audit trail and data validation,Low,Security
SF-HC-00679,Health,Person Account,Provider,Security,Clone Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Clone action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Provider Health Person Account completes successfully with audit trail and data validation,Low,Security
SF-HC-00680,Health,Person Account,Provider,Security,Reject Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Reject action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Reject Provider Health Person Account completes successfully with audit trail and data validation,Low,Security
SF-HC-00681,Health,Person Account,Provider,Compliance,Approve Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Approve action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Approve Provider Health Person Account completes successfully with audit trail and data validation,Medium,Compliance
SF-HC-00682,Health,Person Account,Provider,Compliance,Close Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Close action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Close Provider Health Person Account completes successfully with audit trail and data validation,Low,Compliance
SF-HC-00683,Health,Person Account,Provider,Compliance,Bulk Edit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Bulk Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Bulk Edit Provider Health Person Account completes successfully with audit trail and data validation,Medium,Compliance
SF-HC-00684,Health,Person Account,Provider,Compliance,Share Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Share action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Share Provider Health Person Account completes successfully with audit trail and data validation,High,Compliance
SF-HC-00685,Health,Person Account,Provider,Performance,Clone Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Clone action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Provider Health Person Account completes successfully with audit trail and data validation,Medium,Performance
SF-HC-00686,Health,Person Account,Provider,Performance,Bulk Edit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Bulk Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Bulk Edit Provider Health Person Account completes successfully with audit trail and data validation,Low,Performance
SF-HC-00687,Health,Person Account,Provider,Performance,Close Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Close action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Close Provider Health Person Account completes successfully with audit trail and data validation,Low,Performance
SF-HC-00688,Health,Person Account,Provider,Performance,Route Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Route action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Route Provider Health Person Account completes successfully with audit trail and data validation,Medium,Performance
SF-HC-00689,Health,Person Account,Provider,Data Migration,Complete Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Complete action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Complete Provider Health Person Account completes successfully with audit trail and data validation,High,Data Migration
SF-HC-00690,Health,Person Account,Provider,Data Migration,Validate Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Validate action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Validate Provider Health Person Account completes successfully with audit trail and data validation,High,Data Migration
SF-HC-00691,Health,Person Account,Provider,Data Migration,Reject Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Reject action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Reject Provider Health Person Account completes successfully with audit trail and data validation,Medium,Data Migration
SF-HC-00692,Health,Person Account,Provider,Data Migration,Clone Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Clone action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Provider Health Person Account completes successfully with audit trail and data validation,Low,Data Migration
SF-HC-00693,Health,Person Account,Provider,Mobile,Create Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Create action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Create Provider Health Person Account completes successfully with audit trail and data validation,High,Mobile
SF-HC-00694,Health,Person Account,Provider,Mobile,Close Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Close action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Close Provider Health Person Account completes successfully with audit trail and data validation,Low,Mobile
SF-HC-00695,Health,Person Account,Provider,Mobile,Submit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Submit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Submit Provider Health Person Account completes successfully with audit trail and data validation,Low,Mobile
SF-HC-00696,Health,Person Account,Provider,Mobile,Delete Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Delete action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Delete Provider Health Person Account completes successfully with audit trail and data validation,High,Mobile
SF-HC-00697,Health,Person Account,Provider,Accessibility,View Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform View action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,View Provider Health Person Account completes successfully with audit trail and data validation,Low,Accessibility
SF-HC-00698,Health,Person Account,Provider,Accessibility,Archive Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Archive action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Archive Provider Health Person Account completes successfully with audit trail and data validation,Medium,Accessibility
SF-HC-00699,Health,Person Account,Provider,Accessibility,Export Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Export action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Export Provider Health Person Account completes successfully with audit trail and data validation,Medium,Accessibility
SF-HC-00700,Health,Person Account,Provider,Accessibility,Search Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Search action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Search Provider Health Person Account completes successfully with audit trail and data validation,High,Accessibility
SF-HC-00701,Health,Person Account,Provider,API,Approve Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Approve action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Approve Provider Health Person Account completes successfully with audit trail and data validation,Medium,API
SF-HC-00702,Health,Person Account,Provider,API,Archive Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Archive action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Archive Provider Health Person Account completes successfully with audit trail and data validation,Low,API
SF-HC-00703,Health,Person Account,Provider,API,Update Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Update action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Update Provider Health Person Account completes successfully with audit trail and data validation,High,API
SF-HC-00704,Health,Person Account,Provider,API,Clone Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Clone action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Provider Health Person Account completes successfully with audit trail and data validation,High,API
SF-HC-00705,Health,Person Account,Provider,FHIR API,Export Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Export action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Export Provider Health Person Account completes successfully with audit trail and data validation,High,FHIR API
SF-HC-00706,Health,Person Account,Provider,FHIR API,Search Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Search action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Search Provider Health Person Account completes successfully with audit trail and data validation,Medium,FHIR API
SF-HC-00707,Health,Person Account,Provider,FHIR API,Route Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Route action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Route Provider Health Person Account completes successfully with audit trail and data validation,Low,FHIR API
SF-HC-00708,Health,Person Account,Provider,FHIR API,Update Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Update action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Update Provider Health Person Account completes successfully with audit trail and data validation,Low,FHIR API
SF-HC-00709,Health,Person Account,Provider,HIPAA Compliance,Submit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Submit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Submit Provider Health Person Account completes successfully with audit trail and data validation,High,HIPAA Compliance
SF-HC-00710,Health,Person Account,Provider,HIPAA Compliance,Search Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Search action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Search Provider Health Person Account completes successfully with audit trail and data validation,High,HIPAA Compliance
SF-HC-00711,Health,Person Account,Provider,HIPAA Compliance,Clone Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Clone action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Clone Provider Health Person Account completes successfully with audit trail and data validation,Medium,HIPAA Compliance
SF-HC-00712,Health,Person Account,Provider,HIPAA Compliance,Bulk Edit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Bulk Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Bulk Edit Provider Health Person Account completes successfully with audit trail and data validation,Medium,HIPAA Compliance
SF-HC-00713,Health,Person Account,Provider,Care Workflow,Close Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Close action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Close Provider Health Person Account completes successfully with audit trail and data validation,Low,Care Workflow
SF-HC-00714,Health,Person Account,Provider,Care Workflow,Submit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Submit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Submit Provider Health Person Account completes successfully with audit trail and data validation,Medium,Care Workflow
SF-HC-00715,Health,Person Account,Provider,Care Workflow,Update Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Update action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Update Provider Health Person Account completes successfully with audit trail and data validation,High,Care Workflow
SF-HC-00716,Health,Person Account,Provider,Care Workflow,Reject Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Reject action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Reject Provider Health Person Account completes successfully with audit trail and data validation,Low,Care Workflow
SF-HC-00717,Health,Person Account,Provider,Consent Validation,Route Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Route action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Route Provider Health Person Account completes successfully with audit trail and data validation,Low,Consent Validation
SF-HC-00718,Health,Person Account,Provider,Consent Validation,Bulk Edit Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Bulk Edit action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Bulk Edit Provider Health Person Account completes successfully with audit trail and data validation,Medium,Consent Validation
SF-HC-00719,Health,Person Account,Provider,Consent Validation,Reject Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Reject action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Reject Provider Health Person Account completes successfully with audit trail and data validation,High,Consent Validation
SF-HC-00720,Health,Person Account,Provider,Consent Validation,Archive Provider Health Person Account,User has Health Cloud access and Provider data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Archive action on Provider record.\n3. Save and verify FHIR/HIPAA compliance.,Archive Provider Health Person Account completes successfully with audit trail and data validation,Medium,Consent Validation
SF-HC-00721,Health,Person Account,Hospital,Functional,Edit Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Edit action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Edit Hospital Health Person Account completes successfully with audit trail and data validation,High,Functional
SF-HC-00722,Health,Person Account,Hospital,Functional,Close Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Close action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Close Hospital Health Person Account completes successfully with audit trail and data validation,High,Functional
SF-HC-00723,Health,Person Account,Hospital,Functional,Schedule Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Schedule action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Hospital Health Person Account completes successfully with audit trail and data validation,Low,Functional
SF-HC-00724,Health,Person Account,Hospital,Functional,Complete Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Complete action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Complete Hospital Health Person Account completes successfully with audit trail and data validation,Medium,Functional
SF-HC-00725,Health,Person Account,Hospital,Regression,Approve Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Approve action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Approve Hospital Health Person Account completes successfully with audit trail and data validation,Medium,Regression
SF-HC-00726,Health,Person Account,Hospital,Regression,Search Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Search action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Search Hospital Health Person Account completes successfully with audit trail and data validation,High,Regression
SF-HC-00727,Health,Person Account,Hospital,Regression,Close Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Close action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Close Hospital Health Person Account completes successfully with audit trail and data validation,Medium,Regression
SF-HC-00728,Health,Person Account,Hospital,Regression,Schedule Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Schedule action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Schedule Hospital Health Person Account completes successfully with audit trail and data validation,Low,Regression
SF-HC-00729,Health,Person Account,Hospital,UI,Reject Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Reject action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Reject Hospital Health Person Account completes successfully with audit trail and data validation,High,UI
SF-HC-00730,Health,Person Account,Hospital,UI,Reassign Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Reassign action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Reassign Hospital Health Person Account completes successfully with audit trail and data validation,Low,UI
SF-HC-00731,Health,Person Account,Hospital,UI,Create Hospital Health Person Account,User has Health Cloud access and Hospital data is configured (EHR/Payer/Claims mapped),1. Navigate to Person Account in Health Cloud.\n2. Perform Create action on Hospital record.\n3. Save and verify FHIR/HIPAA compliance.,Create Hospital Health Person Account completes successfully with audit trail and data validation,High,UI
