Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SN-ITOM-00678,ServiceNow,ITOM,Service Mapping,IT Support,Employee Center -> HR Case -> Task -> Resolution,Integration,Validate IT Support ServiceNow Service Mapping,User has ServiceNow access and IT Support test data exists,"1. Open Service Mapping.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00679,ServiceNow,ITOM,Service Mapping,IT Support,Portal -> Request -> Approvals -> Fulfillment,Security,Approve IT Support ServiceNow Service Mapping,User has ServiceNow access and IT Support test data exists,"1. Open Service Mapping.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00680,ServiceNow,ITOM,Service Mapping,Infrastructure,Request -> Fulfillment -> Validation -> Closure,Data Migration,Reopen Infrastructure ServiceNow Service Mapping,User has ServiceNow access and Infrastructure test data exists,"1. Open Service Mapping.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00681,ServiceNow,ITOM,Service Mapping,Infrastructure,Event -> Correlation -> Incident -> Resolution,Security,Search Infrastructure ServiceNow Service Mapping,User has ServiceNow access and Infrastructure test data exists,"1. Open Service Mapping.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00682,ServiceNow,ITOM,Service Mapping,Infrastructure,Case -> Assignment -> Knowledge -> Closure,Regression,Update Infrastructure ServiceNow Service Mapping,User has ServiceNow access and Infrastructure test data exists,"1. Open Service Mapping.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00683,ServiceNow,ITOM,Service Mapping,Infrastructure,Change -> Approval -> Implementation -> Review,Performance,Delete Infrastructure ServiceNow Service Mapping,User has ServiceNow access and Infrastructure test data exists,"1. Open Service Mapping.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00684,ServiceNow,ITOM,Service Mapping,Infrastructure,Discovery -> CMDB Update -> Impact Analysis -> Remediation,UI,Reopen Infrastructure ServiceNow Service Mapping,User has ServiceNow access and Infrastructure test data exists,"1. Open Service Mapping.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Low,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00685,ServiceNow,ITOM,Service Mapping,Infrastructure,Employee Center -> HR Case -> Task -> Resolution,Performance,Escalate Infrastructure ServiceNow Service Mapping,User has ServiceNow access and Infrastructure test data exists,"1. Open Service Mapping.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00686,ServiceNow,ITOM,Service Mapping,Infrastructure,Portal -> Request -> Approvals -> Fulfillment,Integration,Update Infrastructure ServiceNow Service Mapping,User has ServiceNow access and Infrastructure test data exists,"1. Open Service Mapping.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00687,ServiceNow,ITOM,Service Mapping,Operations,Request -> Fulfillment -> Validation -> Closure,Workflow,Close Operations ServiceNow Service Mapping,User has ServiceNow access and Operations test data exists,"1. Open Service Mapping.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00688,ServiceNow,ITOM,Service Mapping,Operations,Event -> Correlation -> Incident -> Resolution,Performance,Reject Operations ServiceNow Service Mapping,User has ServiceNow access and Operations test data exists,"1. Open Service Mapping.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00689,ServiceNow,ITOM,Service Mapping,Operations,Case -> Assignment -> Knowledge -> Closure,Integration,Route Operations ServiceNow Service Mapping,User has ServiceNow access and Operations test data exists,"1. Open Service Mapping.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00690,ServiceNow,ITOM,Service Mapping,Operations,Change -> Approval -> Implementation -> Review,Mobile,Submit Operations ServiceNow Service Mapping,User has ServiceNow access and Operations test data exists,"1. Open Service Mapping.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00691,ServiceNow,ITOM,Service Mapping,Operations,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Workflow,Reopen Operations ServiceNow Service Mapping,User has ServiceNow access and Operations test data exists,"1. Open Service Mapping.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Low,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00692,ServiceNow,ITOM,Service Mapping,Operations,Employee Center -> HR Case -> Task -> Resolution,Performance,Search Operations ServiceNow Service Mapping,User has ServiceNow access and Operations test data exists,"1. Open Service Mapping.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00693,ServiceNow,ITOM,Service Mapping,Operations,Portal -> Request -> Approvals -> Fulfillment,Accessibility,Delete Operations ServiceNow Service Mapping,User has ServiceNow access and Operations test data exists,"1. Open Service Mapping.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,High,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00694,ServiceNow,ITOM,Service Mapping,Enterprise Service,Request -> Fulfillment -> Validation -> Closure,Workflow,Reject Enterprise Service ServiceNow Service Mapping,User has ServiceNow access and Enterprise Service test data exists,"1. Open Service Mapping.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Low,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00695,ServiceNow,ITOM,Service Mapping,Enterprise Service,Event -> Correlation -> Incident -> Resolution,Data Migration,Search Enterprise Service ServiceNow Service Mapping,User has ServiceNow access and Enterprise Service test data exists,"1. Open Service Mapping.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00696,ServiceNow,ITOM,Service Mapping,Enterprise Service,Case -> Assignment -> Knowledge -> Closure,Workflow,Route Enterprise Service ServiceNow Service Mapping,User has ServiceNow access and Enterprise Service test data exists,"1. Open Service Mapping.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00697,ServiceNow,ITOM,Service Mapping,Enterprise Service,Change -> Approval -> Implementation -> Review,Security,Bulk Update Enterprise Service ServiceNow Service Mapping,User has ServiceNow access and Enterprise Service test data exists,"1. Open Service Mapping.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00698,ServiceNow,ITOM,Service Mapping,Enterprise Service,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Performance,Delete Enterprise Service ServiceNow Service Mapping,User has ServiceNow access and Enterprise Service test data exists,"1. Open Service Mapping.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00699,ServiceNow,ITOM,Service Mapping,Enterprise Service,Employee Center -> HR Case -> Task -> Resolution,Mobile,Update Enterprise Service ServiceNow Service Mapping,User has ServiceNow access and Enterprise Service test data exists,"1. Open Service Mapping.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Medium,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00700,ServiceNow,ITOM,Service Mapping,Enterprise Service,Portal -> Request -> Approvals -> Fulfillment,Functional,Assign Enterprise Service ServiceNow Service Mapping,User has ServiceNow access and Enterprise Service test data exists,"1. Open Service Mapping.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00701,ServiceNow,ITOM,Service Mapping,Telecom,Request -> Fulfillment -> Validation -> Closure,UI,Escalate Telecom ServiceNow Service Mapping,User has ServiceNow access and Telecom test data exists,"1. Open Service Mapping.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00702,ServiceNow,ITOM,Service Mapping,Telecom,Event -> Correlation -> Incident -> Resolution,Security,Close Telecom ServiceNow Service Mapping,User has ServiceNow access and Telecom test data exists,"1. Open Service Mapping.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00703,ServiceNow,ITOM,Service Mapping,Telecom,Case -> Assignment -> Knowledge -> Closure,Data Migration,Edit Telecom ServiceNow Service Mapping,User has ServiceNow access and Telecom test data exists,"1. Open Service Mapping.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00704,ServiceNow,ITOM,Service Mapping,Telecom,Change -> Approval -> Implementation -> Review,UI,Clone Telecom ServiceNow Service Mapping,User has ServiceNow access and Telecom test data exists,"1. Open Service Mapping.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00705,ServiceNow,ITOM,Service Mapping,Telecom,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Integration,Escalate Telecom ServiceNow Service Mapping,User has ServiceNow access and Telecom test data exists,"1. Open Service Mapping.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Low,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00706,ServiceNow,ITOM,Service Mapping,Telecom,Employee Center -> HR Case -> Task -> Resolution,Accessibility,Delete Telecom ServiceNow Service Mapping,User has ServiceNow access and Telecom test data exists,"1. Open Service Mapping.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00707,ServiceNow,ITOM,Service Mapping,Telecom,Portal -> Request -> Approvals -> Fulfillment,Security,Approve Telecom ServiceNow Service Mapping,User has ServiceNow access and Telecom test data exists,"1. Open Service Mapping.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00708,ServiceNow,ITOM,Service Mapping,Retail,Request -> Fulfillment -> Validation -> Closure,Security,Reject Retail ServiceNow Service Mapping,User has ServiceNow access and Retail test data exists,"1. Open Service Mapping.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00709,ServiceNow,ITOM,Service Mapping,Retail,Event -> Correlation -> Incident -> Resolution,Functional,Resolve Retail ServiceNow Service Mapping,User has ServiceNow access and Retail test data exists,"1. Open Service Mapping.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00710,ServiceNow,ITOM,Service Mapping,Retail,Case -> Assignment -> Knowledge -> Closure,UI,Update Retail ServiceNow Service Mapping,User has ServiceNow access and Retail test data exists,"1. Open Service Mapping.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00711,ServiceNow,ITOM,Service Mapping,Retail,Change -> Approval -> Implementation -> Review,Data Migration,Submit Retail ServiceNow Service Mapping,User has ServiceNow access and Retail test data exists,"1. Open Service Mapping.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,Low,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00712,ServiceNow,ITOM,Service Mapping,Retail,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Functional,Search Retail ServiceNow Service Mapping,User has ServiceNow access and Retail test data exists,"1. Open Service Mapping.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00713,ServiceNow,ITOM,Service Mapping,Retail,Employee Center -> HR Case -> Task -> Resolution,Mobile,Bulk Update Retail ServiceNow Service Mapping,User has ServiceNow access and Retail test data exists,"1. Open Service Mapping.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00714,ServiceNow,ITOM,Service Mapping,Retail,Portal -> Request -> Approvals -> Fulfillment,Security,Assign Retail ServiceNow Service Mapping,User has ServiceNow access and Retail test data exists,"1. Open Service Mapping.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00715,ServiceNow,ITOM,Service Mapping,Healthcare,Request -> Fulfillment -> Validation -> Closure,UI,Assign Healthcare ServiceNow Service Mapping,User has ServiceNow access and Healthcare test data exists,"1. Open Service Mapping.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Low,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00716,ServiceNow,ITOM,Service Mapping,Healthcare,Event -> Correlation -> Incident -> Resolution,Security,Resolve Healthcare ServiceNow Service Mapping,User has ServiceNow access and Healthcare test data exists,"1. Open Service Mapping.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,Low,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00717,ServiceNow,ITOM,Service Mapping,Healthcare,Case -> Assignment -> Knowledge -> Closure,UI,Reopen Healthcare ServiceNow Service Mapping,User has ServiceNow access and Healthcare test data exists,"1. Open Service Mapping.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Data Migration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00718,ServiceNow,ITOM,Service Mapping,Healthcare,Change -> Approval -> Implementation -> Review,Accessibility,Approve Healthcare ServiceNow Service Mapping,User has ServiceNow access and Healthcare test data exists,"1. Open Service Mapping.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,High,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00719,ServiceNow,ITOM,Service Mapping,Healthcare,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Workflow,Delete Healthcare ServiceNow Service Mapping,User has ServiceNow access and Healthcare test data exists,"1. Open Service Mapping.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Performance,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00720,ServiceNow,ITOM,Service Mapping,Healthcare,Employee Center -> HR Case -> Task -> Resolution,Performance,Search Healthcare ServiceNow Service Mapping,User has ServiceNow access and Healthcare test data exists,"1. Open Service Mapping.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00721,ServiceNow,ITOM,Service Mapping,Healthcare,Portal -> Request -> Approvals -> Fulfillment,Accessibility,Close Healthcare ServiceNow Service Mapping,User has ServiceNow access and Healthcare test data exists,"1. Open Service Mapping.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00722,ServiceNow,ITOM,Service Mapping,Banking,Request -> Fulfillment -> Validation -> Closure,Functional,Submit Banking ServiceNow Service Mapping,User has ServiceNow access and Banking test data exists,"1. Open Service Mapping.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00723,ServiceNow,ITOM,Service Mapping,Banking,Event -> Correlation -> Incident -> Resolution,Workflow,Resolve Banking ServiceNow Service Mapping,User has ServiceNow access and Banking test data exists,"1. Open Service Mapping.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00724,ServiceNow,ITOM,Service Mapping,Banking,Case -> Assignment -> Knowledge -> Closure,Performance,Escalate Banking ServiceNow Service Mapping,User has ServiceNow access and Banking test data exists,"1. Open Service Mapping.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00725,ServiceNow,ITOM,Service Mapping,Banking,Change -> Approval -> Implementation -> Review,Integration,Route Banking ServiceNow Service Mapping,User has ServiceNow access and Banking test data exists,"1. Open Service Mapping.
2. Execute: Change -> Approval -> Implementation -> Review.
3. Verify downstream state and audit trail.",Change -> Approval -> Implementation -> Review completes successfully with validation and notification,High,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00726,ServiceNow,ITOM,Service Mapping,Banking,Discovery -> CMDB Update -> Impact Analysis -> Remediation,Integration,Delete Banking ServiceNow Service Mapping,User has ServiceNow access and Banking test data exists,"1. Open Service Mapping.
2. Execute: Discovery -> CMDB Update -> Impact Analysis -> Remediation.
3. Verify downstream state and audit trail.",Discovery -> CMDB Update -> Impact Analysis -> Remediation completes successfully with validation and notification,Medium,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00727,ServiceNow,ITOM,Service Mapping,Banking,Employee Center -> HR Case -> Task -> Resolution,Mobile,Edit Banking ServiceNow Service Mapping,User has ServiceNow access and Banking test data exists,"1. Open Service Mapping.
2. Execute: Employee Center -> HR Case -> Task -> Resolution.
3. Verify downstream state and audit trail.",Employee Center -> HR Case -> Task -> Resolution completes successfully with validation and notification,Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00728,ServiceNow,ITOM,Service Mapping,Banking,Portal -> Request -> Approvals -> Fulfillment,Security,Edit Banking ServiceNow Service Mapping,User has ServiceNow access and Banking test data exists,"1. Open Service Mapping.
2. Execute: Portal -> Request -> Approvals -> Fulfillment.
3. Verify downstream state and audit trail.",Portal -> Request -> Approvals -> Fulfillment completes successfully with validation and notification,Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00729,ServiceNow,ITOM,Service Mapping,Manufacturing,Request -> Fulfillment -> Validation -> Closure,Accessibility,Edit Manufacturing ServiceNow Service Mapping,User has ServiceNow access and Manufacturing test data exists,"1. Open Service Mapping.
2. Execute: Request -> Fulfillment -> Validation -> Closure.
3. Verify downstream state and audit trail.",Request -> Fulfillment -> Validation -> Closure completes successfully with validation and notification,Medium,Mobile,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00730,ServiceNow,ITOM,Service Mapping,Manufacturing,Event -> Correlation -> Incident -> Resolution,Security,Reject Manufacturing ServiceNow Service Mapping,User has ServiceNow access and Manufacturing test data exists,"1. Open Service Mapping.
2. Execute: Event -> Correlation -> Incident -> Resolution.
3. Verify downstream state and audit trail.",Event -> Correlation -> Incident -> Resolution completes successfully with validation and notification,High,Security,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-ITOM-00731,ServiceNow,ITOM,Service Mapping,Manufacturing,Case -> Assignment -> Knowledge -> Closure,Performance,Resolve Manufacturing ServiceNow Service Mapping,User has ServiceNow access and Manufacturing test data exists,"1. Open Service Mapping.
2. Execute: Case -> Assignment -> Knowledge -> Closure.
3. Verify downstream state and audit trail.",Case -> Assignment -> Knowledge -> Closure completes successfully with validation and notification,Medium,Workflow,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
